Index,ClassId,PredictClass,Correction,ClassName,Prob,2ndClass,2ndClassName,2ndProb,3rdClass,3rdClassName,3rdProb
02661.jpg,15,15,1,no_way_general,0.99994,8,120_speed,1.86E-05,7,100_speed,1.55E-05
02662.jpg,13,13,1,give_way,1,3,60_speed,6.21E-09,35,turn_straight,3.35E-09
02663.jpg,1,1,1,30_speed,0.996227,2,50_speed,0.00237871,4,70_speed,0.000836643
02664.jpg,25,25,1,attention_construction,0.999881,29,attention_bikes,0.000104279,22,attention_bumpers,3.71E-06
02665.jpg,8,8,1,120_speed,0.999088,2,50_speed,0.000272155,4,70_speed,0.00026248
02666.jpg,13,13,1,give_way,0.999999,35,turn_straight,5.90E-07,3,60_speed,1.06E-07
02667.jpg,3,3,1,60_speed,0.675948,5,80_speed,0.200701,2,50_speed,0.1067
02668.jpg,10,10,1,no_overtaking_trucks,0.983875,5,80_speed,0.0106571,7,100_speed,0.00299084
02669.jpg,18,18,1,attention_general,0.993124,26,attention_traffic_light,0.00555436,27,attention_pedestrian,0.0010565
02670.jpg,42,42,1,lifted_no_overtaking_trucks,0.99953,41,lifted_no_overtaking_general,0.000261705,6,80_lifted,0.000208014
02671.jpg,9,9,1,no_overtaking_general,0.999915,10,no_overtaking_trucks,8.53E-05,16,no_way_trucks,8.11E-08
02672.jpg,16,16,1,no_way_trucks,1,10,no_overtaking_trucks,8.97E-09,9,no_overtaking_general,2.88E-10
02673.jpg,4,4,1,70_speed,0.853487,7,100_speed,0.0698017,2,50_speed,0.0399478
02674.jpg,12,12,1,right_of_way_general,0.996947,40,turn_circle,0.00260126,34,turn_left,0.000167716
02675.jpg,15,15,1,no_way_general,0.999941,9,no_overtaking_general,4.49E-05,4,70_speed,7.02E-06
02676.jpg,25,25,1,attention_construction,0.999999,22,attention_bumpers,1.19E-06,38,turn_right_down,8.11E-09
02677.jpg,6,6,1,80_lifted,0.999935,32,lifted_general,5.60E-05,5,80_speed,4.11E-06
02678.jpg,41,41,1,lifted_no_overtaking_general,0.991217,32,lifted_general,0.00545381,42,lifted_no_overtaking_trucks,0.00319533
02679.jpg,1,8,0,120_speed,0.482073,1,30_speed,0.377372,11,right_of_way_crossing,0.043652
02680.jpg,1,1,1,30_speed,1,2,50_speed,1.02E-08,4,70_speed,8.81E-10
02681.jpg,2,2,1,50_speed,0.999893,5,80_speed,0.000105269,3,60_speed,9.41E-07
02682.jpg,30,20,0,attention_right_turn,0.340385,23,attention_slippery,0.224391,31,attention_deer,0.112544
02683.jpg,13,13,1,give_way,1,17,no_way_one_way,5.07E-12,1,30_speed,1.53E-12
02684.jpg,33,33,1,turn_right,1,39,turn_left_down,1.18E-08,35,turn_straight,9.31E-11
02685.jpg,38,38,1,turn_right_down,1,34,turn_left,1.12E-08,40,turn_circle,3.50E-10
02686.jpg,4,4,1,70_speed,0.991885,5,80_speed,0.00609082,1,30_speed,0.00141531
02687.jpg,5,2,0,50_speed,0.385969,1,30_speed,0.12687,12,right_of_way_general,0.0978794
02688.jpg,7,7,1,100_speed,0.745124,8,120_speed,0.128135,5,80_speed,0.086141
02689.jpg,2,2,1,50_speed,0.996511,3,60_speed,0.00190027,5,80_speed,0.00156034
02690.jpg,35,35,1,turn_straight,1,40,turn_circle,2.52E-10,34,turn_left,1.16E-10
02691.jpg,10,10,1,no_overtaking_trucks,0.999914,9,no_overtaking_general,8.41E-05,5,80_speed,8.48E-07
02692.jpg,38,38,1,turn_right_down,1,34,turn_left,7.37E-10,36,turn_straight_right,3.18E-10
02693.jpg,4,4,1,70_speed,0.99989,1,30_speed,8.72E-05,8,120_speed,1.73E-05
02694.jpg,1,1,1,30_speed,0.999834,2,50_speed,8.77E-05,4,70_speed,7.22E-05
02695.jpg,13,13,1,give_way,1,35,turn_straight,1.32E-10,1,30_speed,3.09E-11
02696.jpg,11,11,1,right_of_way_crossing,0.999999,30,attention_snowflake,3.98E-07,28,attention_children,2.62E-07
02697.jpg,38,38,1,turn_right_down,1,34,turn_left,7.41E-09,20,attention_right_turn,1.01E-10
02698.jpg,7,7,1,100_speed,0.999501,8,120_speed,0.000421362,5,80_speed,5.30E-05
02699.jpg,5,31,0,attention_deer,0.246723,2,50_speed,0.171994,15,no_way_general,0.136787
02700.jpg,5,5,1,80_speed,0.770737,2,50_speed,0.220304,3,60_speed,0.00777122
02701.jpg,35,35,1,turn_straight,1,36,turn_straight_right,5.82E-10,33,turn_right,2.11E-10
02702.jpg,37,37,1,turn_straight_left,0.999954,39,turn_left_down,4.55E-05,33,turn_right,5.10E-07
02703.jpg,38,38,1,turn_right_down,1,34,turn_left,1.33E-09,36,turn_straight_right,8.89E-10
02704.jpg,38,38,1,turn_right_down,1,34,turn_left,3.96E-10,36,turn_straight_right,2.50E-12
02705.jpg,1,1,1,30_speed,0.99994,0,20_speed,2.31E-05,5,80_speed,2.07E-05
02706.jpg,33,33,1,turn_right,0.999984,39,turn_left_down,1.39E-05,10,no_overtaking_trucks,8.97E-07
02707.jpg,29,31,0,attention_deer,0.625443,29,attention_bikes,0.334201,23,attention_slippery,0.0104343
02708.jpg,26,26,1,attention_traffic_light,0.999595,18,attention_general,0.00031121,29,attention_bikes,8.09E-05
02709.jpg,25,25,1,attention_construction,0.999992,30,attention_snowflake,5.60E-06,11,right_of_way_crossing,2.10E-06
02710.jpg,25,25,1,attention_construction,1,22,attention_bumpers,4.05E-08,29,attention_bikes,2.28E-11
02711.jpg,10,10,1,no_overtaking_trucks,0.98867,5,80_speed,0.00592385,2,50_speed,0.00176604
02712.jpg,1,1,1,30_speed,0.999966,2,50_speed,2.84E-05,4,70_speed,3.98E-06
02713.jpg,1,1,1,30_speed,0.990805,0,20_speed,0.00451343,5,80_speed,0.00292208
02714.jpg,1,1,1,30_speed,0.874727,5,80_speed,0.12283,2,50_speed,0.00221358
02715.jpg,16,16,1,no_way_trucks,1,7,100_speed,1.74E-07,9,no_overtaking_general,1.28E-09
02716.jpg,5,5,1,80_speed,0.606742,4,70_speed,0.144848,15,no_way_general,0.0910486
02717.jpg,23,23,1,attention_slippery,0.991444,31,attention_deer,0.00513923,30,attention_snowflake,0.00130364
02718.jpg,10,10,1,no_overtaking_trucks,1,9,no_overtaking_general,6.63E-08,5,80_speed,5.52E-11
02719.jpg,9,9,1,no_overtaking_general,0.99978,10,no_overtaking_trucks,0.000219769,16,no_way_trucks,1.22E-08
02720.jpg,17,17,1,no_way_one_way,1,0,20_speed,1.51E-08,14,stop,8.91E-09
02721.jpg,2,2,1,50_speed,0.99976,3,60_speed,0.00015901,5,80_speed,7.24E-05
02722.jpg,12,12,1,right_of_way_general,0.999999,42,lifted_no_overtaking_trucks,3.43E-07,32,lifted_general,2.97E-07
02723.jpg,9,9,1,no_overtaking_general,0.999936,16,no_way_trucks,6.37E-05,20,attention_right_turn,6.57E-08
02724.jpg,18,18,1,attention_general,0.986432,26,attention_traffic_light,0.00872006,20,attention_right_turn,0.00304306
02725.jpg,35,3,0,60_speed,0.396078,5,80_speed,0.230075,13,give_way,0.139276
02726.jpg,10,10,1,no_overtaking_trucks,0.999999,9,no_overtaking_general,7.52E-07,7,100_speed,2.06E-07
02727.jpg,2,2,1,50_speed,0.999987,1,30_speed,1.23E-05,5,80_speed,2.76E-07
02728.jpg,15,15,1,no_way_general,0.99935,2,50_speed,0.000278339,5,80_speed,0.000236344
02729.jpg,12,12,1,right_of_way_general,1,7,100_speed,2.84E-10,41,lifted_no_overtaking_general,1.36E-10
02730.jpg,4,4,1,70_speed,0.999999,1,30_speed,9.00E-07,5,80_speed,8.47E-10
02731.jpg,25,25,1,attention_construction,0.999996,19,attention_left_turn,2.73E-06,22,attention_bumpers,5.83E-07
02732.jpg,10,10,1,no_overtaking_trucks,0.999468,5,80_speed,0.00034558,25,attention_construction,0.00011058
02733.jpg,12,12,1,right_of_way_general,0.999718,40,turn_circle,0.000270659,35,turn_straight,3.41E-06
02734.jpg,5,5,1,80_speed,0.999681,2,50_speed,0.00026786,7,100_speed,1.86E-05
02735.jpg,13,13,1,give_way,1,35,turn_straight,9.47E-08,9,no_overtaking_general,1.54E-08
02736.jpg,2,2,1,50_speed,0.662207,5,80_speed,0.33756,3,60_speed,0.000232979
02737.jpg,3,5,0,80_speed,0.631362,3,60_speed,0.361035,2,50_speed,0.00646307
02738.jpg,28,28,1,attention_children,0.996706,30,attention_snowflake,0.00214846,11,right_of_way_crossing,0.000496702
02739.jpg,1,1,1,30_speed,0.999997,5,80_speed,2.45E-06,2,50_speed,5.11E-07
02740.jpg,23,23,1,attention_slippery,0.996066,19,attention_left_turn,0.00305745,30,attention_snowflake,0.000620267
02741.jpg,2,2,1,50_speed,0.591335,15,no_way_general,0.17379,39,turn_left_down,0.0641466
02742.jpg,1,1,1,30_speed,0.999858,8,120_speed,0.000106763,4,70_speed,2.02E-05
02743.jpg,9,9,1,no_overtaking_general,1,10,no_overtaking_trucks,2.33E-08,16,no_way_trucks,1.09E-09
02744.jpg,5,2,0,50_speed,0.962225,5,80_speed,0.0240808,1,30_speed,0.0130491
02745.jpg,38,38,1,turn_right_down,1,34,turn_left,1.09E-11,36,turn_straight_right,3.95E-15
02746.jpg,12,12,1,right_of_way_general,0.99966,11,right_of_way_crossing,0.000310949,9,no_overtaking_general,7.79E-06
02747.jpg,1,1,1,30_speed,0.999985,5,80_speed,1.47E-05,4,70_speed,1.33E-07
02748.jpg,27,25,0,attention_construction,0.46522,27,attention_pedestrian,0.201326,21,attention_curvy,0.0564982
02749.jpg,13,13,1,give_way,1,21,attention_curvy,6.16E-10,36,turn_straight_right,1.82E-10
02750.jpg,9,9,1,no_overtaking_general,0.999051,10,no_overtaking_trucks,0.000948559,16,no_way_trucks,4.09E-08
02751.jpg,24,11,0,right_of_way_crossing,0.368431,26,attention_traffic_light,0.156308,30,attention_snowflake,0.119833
02752.jpg,0,0,1,20_speed,0.727629,1,30_speed,0.250642,8,120_speed,0.0212195
02753.jpg,5,18,0,attention_general,0.405016,13,give_way,0.183918,2,50_speed,0.17521
02754.jpg,38,5,0,80_speed,0.506679,3,60_speed,0.188476,4,70_speed,0.0857541
02755.jpg,5,5,1,80_speed,0.999922,2,50_speed,7.76E-05,1,30_speed,3.68E-08
02756.jpg,4,4,1,70_speed,0.991374,1,30_speed,0.0066334,7,100_speed,0.000621349
02757.jpg,18,18,1,attention_general,0.748495,26,attention_traffic_light,0.250608,28,attention_children,0.000647256
02758.jpg,5,5,1,80_speed,0.436593,2,50_speed,0.420281,3,60_speed,0.0564395
02759.jpg,36,36,1,turn_straight_right,0.629532,38,turn_right_down,0.292139,4,70_speed,0.0195228
02760.jpg,30,30,1,attention_snowflake,0.973809,24,attention_bottleneck,0.00867621,21,attention_curvy,0.00661237
02761.jpg,10,10,1,no_overtaking_trucks,0.999719,7,100_speed,0.000159378,16,no_way_trucks,5.15E-05
02762.jpg,38,38,1,turn_right_down,1,36,turn_straight_right,1.41E-08,34,turn_left,3.26E-10
02763.jpg,16,16,1,no_way_trucks,0.99968,7,100_speed,0.000227491,10,no_overtaking_trucks,9.07E-05
02764.jpg,2,5,0,80_speed,0.665652,2,50_speed,0.1918,7,100_speed,0.0637957
02765.jpg,31,31,1,attention_deer,0.999999,21,attention_curvy,9.22E-07,19,attention_left_turn,1.90E-08
02766.jpg,24,24,1,attention_bottleneck,0.956831,11,right_of_way_crossing,0.0324185,27,attention_pedestrian,0.00404028
02767.jpg,38,38,1,turn_right_down,0.999996,34,turn_left,3.33E-06,40,turn_circle,2.46E-07
02768.jpg,25,25,1,attention_construction,0.997818,30,attention_snowflake,0.00206998,24,attention_bottleneck,2.08E-05
02769.jpg,17,17,1,no_way_one_way,1,14,stop,1.71E-13,1,30_speed,4.21E-15
02770.jpg,12,12,1,right_of_way_general,1,40,turn_circle,1.14E-07,7,100_speed,6.85E-08
02771.jpg,29,29,1,attention_bikes,0.990657,30,attention_snowflake,0.00381901,31,attention_deer,0.00134771
02772.jpg,4,4,1,70_speed,0.999446,1,30_speed,0.00054138,5,80_speed,4.29E-06
02773.jpg,10,4,0,70_speed,0.88376,10,no_overtaking_trucks,0.0933103,8,120_speed,0.0157029
02774.jpg,14,14,1,stop,0.99986,2,50_speed,0.000103717,1,30_speed,1.23E-05
02775.jpg,11,11,1,right_of_way_crossing,0.99996,27,attention_pedestrian,2.19E-05,18,attention_general,6.89E-06
02776.jpg,25,25,1,attention_construction,0.99944,30,attention_snowflake,0.000503118,11,right_of_way_crossing,4.14E-05
02777.jpg,18,18,1,attention_general,0.99984,26,attention_traffic_light,0.000140728,27,attention_pedestrian,1.63E-05
02778.jpg,4,4,1,70_speed,0.999025,1,30_speed,0.000972841,5,80_speed,1.06E-06
02779.jpg,4,4,1,70_speed,0.988641,1,30_speed,0.0112813,2,50_speed,2.54E-05
02780.jpg,8,8,1,120_speed,0.998905,7,100_speed,0.00109531,4,70_speed,8.00E-08
02781.jpg,25,25,1,attention_construction,0.996878,22,attention_bumpers,0.00205611,29,attention_bikes,0.000681137
02782.jpg,18,18,1,attention_general,0.977659,27,attention_pedestrian,0.0195773,26,attention_traffic_light,0.00242731
02783.jpg,7,7,1,100_speed,0.984234,4,70_speed,0.00620935,1,30_speed,0.00581589
02784.jpg,38,38,1,turn_right_down,0.999987,33,turn_right,7.67E-06,34,turn_left,4.97E-06
02785.jpg,3,3,1,60_speed,0.651749,5,80_speed,0.339921,2,50_speed,0.00832117
02786.jpg,13,13,1,give_way,1,35,turn_straight,1.02E-07,29,attention_bikes,6.81E-10
02787.jpg,31,31,1,attention_deer,0.999995,21,attention_curvy,4.47E-06,29,attention_bikes,4.82E-07
02788.jpg,8,8,1,120_speed,0.999997,7,100_speed,2.89E-06,4,70_speed,3.07E-07
02789.jpg,21,31,0,attention_deer,0.739044,19,attention_left_turn,0.206081,23,attention_slippery,0.0454503
02790.jpg,31,31,1,attention_deer,0.99951,23,attention_slippery,0.000447096,21,attention_curvy,4.04E-05
02791.jpg,38,38,1,turn_right_down,0.999924,40,turn_circle,7.00E-05,12,right_of_way_general,3.63E-06
02792.jpg,2,2,1,50_speed,0.999985,5,80_speed,1.35E-05,1,30_speed,1.32E-06
02793.jpg,2,2,1,50_speed,0.416249,4,70_speed,0.244946,7,100_speed,0.0889875
02794.jpg,34,34,1,turn_left,0.999998,38,turn_right_down,1.76E-06,35,turn_straight,1.62E-07
02795.jpg,10,10,1,no_overtaking_trucks,1,9,no_overtaking_general,2.89E-09,7,100_speed,1.59E-13
02796.jpg,7,4,0,70_speed,0.762456,8,120_speed,0.15979,1,30_speed,0.034141
02797.jpg,10,10,1,no_overtaking_trucks,0.999915,7,100_speed,4.59E-05,5,80_speed,1.49E-05
02798.jpg,38,38,1,turn_right_down,1,34,turn_left,8.16E-08,13,give_way,4.51E-08
02799.jpg,8,8,1,120_speed,0.999984,7,100_speed,1.61E-05,4,70_speed,3.15E-07
02800.jpg,4,4,1,70_speed,0.99871,8,120_speed,0.000500761,7,100_speed,0.000316866
02801.jpg,12,12,1,right_of_way_general,0.999996,7,100_speed,1.61E-06,41,lifted_no_overtaking_general,1.01E-06
02802.jpg,28,28,1,attention_children,0.703472,20,attention_right_turn,0.147682,30,attention_snowflake,0.0370505
02803.jpg,5,15,0,no_way_general,0.790113,4,70_speed,0.122946,5,80_speed,0.0378599
02804.jpg,39,39,1,turn_left_down,0.99997,37,turn_straight_left,2.58E-05,33,turn_right,3.89E-06
02805.jpg,41,9,0,no_overtaking_general,0.502332,41,lifted_no_overtaking_general,0.296358,31,attention_deer,0.10517
02806.jpg,10,10,1,no_overtaking_trucks,1,9,no_overtaking_general,9.00E-09,16,no_way_trucks,2.69E-11
02807.jpg,13,13,1,give_way,1,10,no_overtaking_trucks,9.60E-09,28,attention_children,3.11E-09
02808.jpg,38,38,1,turn_right_down,1,34,turn_left,2.98E-08,40,turn_circle,1.36E-10
02809.jpg,38,38,1,turn_right_down,1,34,turn_left,2.41E-09,36,turn_straight_right,2.27E-09
02810.jpg,19,19,1,attention_left_turn,0.999992,23,attention_slippery,6.36E-06,31,attention_deer,7.02E-07
02811.jpg,1,1,1,30_speed,0.999975,4,70_speed,2.13E-05,5,80_speed,2.53E-06
02812.jpg,7,7,1,100_speed,0.624779,8,120_speed,0.231327,5,80_speed,0.090216
02813.jpg,6,6,1,80_lifted,0.903603,32,lifted_general,0.0620439,41,lifted_no_overtaking_general,0.0287469
02814.jpg,39,39,1,turn_left_down,0.673906,37,turn_straight_left,0.260788,33,turn_right,0.0612833
02815.jpg,3,3,1,60_speed,0.9254,2,50_speed,0.0510604,5,80_speed,0.0235251
02816.jpg,1,1,1,30_speed,0.996412,4,70_speed,0.0029312,5,80_speed,0.000379144
02817.jpg,19,19,1,attention_left_turn,0.870398,11,right_of_way_crossing,0.0810489,23,attention_slippery,0.0296843
02818.jpg,32,32,1,lifted_general,0.988528,41,lifted_no_overtaking_general,0.0111907,6,80_lifted,0.000169639
02819.jpg,38,38,1,turn_right_down,1,34,turn_left,7.57E-11,36,turn_straight_right,9.82E-12
02820.jpg,12,12,1,right_of_way_general,0.999999,7,100_speed,7.97E-07,41,lifted_no_overtaking_general,1.50E-07
02821.jpg,8,8,1,120_speed,0.993619,7,100_speed,0.00627812,4,70_speed,9.25E-05
02822.jpg,35,35,1,turn_straight,1,33,turn_right,9.34E-08,34,turn_left,8.13E-08
02823.jpg,12,12,1,right_of_way_general,0.999344,42,lifted_no_overtaking_trucks,0.000322946,7,100_speed,0.000183096
02824.jpg,38,38,1,turn_right_down,1,34,turn_left,7.00E-10,40,turn_circle,7.40E-11
02825.jpg,17,17,1,no_way_one_way,1,4,70_speed,2.15E-10,14,stop,9.63E-11
02826.jpg,2,2,1,50_speed,0.999865,5,80_speed,0.000107635,1,30_speed,2.76E-05
02827.jpg,1,1,1,30_speed,0.999613,5,80_speed,0.000303635,2,50_speed,6.26E-05
02828.jpg,14,14,1,stop,0.827883,15,no_way_general,0.0533751,38,turn_right_down,0.0483006
02829.jpg,35,35,1,turn_straight,0.999281,36,turn_straight_right,0.000639347,9,no_overtaking_general,3.36E-05
02830.jpg,12,12,1,right_of_way_general,0.999987,7,100_speed,9.49E-06,42,lifted_no_overtaking_trucks,1.94E-06
02831.jpg,35,35,1,turn_straight,1,36,turn_straight_right,3.26E-07,33,turn_right,9.39E-08
02832.jpg,34,34,1,turn_left,1,38,turn_right_down,8.71E-08,35,turn_straight,1.19E-08
02833.jpg,17,17,1,no_way_one_way,1,14,stop,4.83E-09,13,give_way,9.40E-13
02834.jpg,42,42,1,lifted_no_overtaking_trucks,0.999668,41,lifted_no_overtaking_general,0.000331871,32,lifted_general,2.49E-07
02835.jpg,1,1,1,30_speed,0.99976,2,50_speed,0.000193979,5,80_speed,3.25E-05
02836.jpg,5,1,0,30_speed,0.803668,3,60_speed,0.10505,5,80_speed,0.0510811
02837.jpg,31,31,1,attention_deer,0.847428,20,attention_right_turn,0.0454243,22,attention_bumpers,0.0232381
02838.jpg,6,6,1,80_lifted,0.996363,32,lifted_general,0.00238936,41,lifted_no_overtaking_general,0.00119933
02839.jpg,28,28,1,attention_children,0.998205,30,attention_snowflake,0.000409269,24,attention_bottleneck,0.00031473
02840.jpg,12,12,1,right_of_way_general,0.999074,7,100_speed,0.00065636,2,50_speed,0.000122068
02841.jpg,38,38,1,turn_right_down,1,34,turn_left,1.14E-10,36,turn_straight_right,1.70E-11
02842.jpg,11,21,0,attention_curvy,0.564578,30,attention_snowflake,0.203905,29,attention_bikes,0.143116
02843.jpg,5,5,1,80_speed,0.999257,7,100_speed,0.000514987,2,50_speed,9.56E-05
02844.jpg,8,8,1,120_speed,0.939719,2,50_speed,0.0469175,7,100_speed,0.00621015
02845.jpg,8,5,0,80_speed,0.576031,8,120_speed,0.131398,10,no_overtaking_trucks,0.0850124
02846.jpg,23,23,1,attention_slippery,0.494447,31,attention_deer,0.242043,19,attention_left_turn,0.159795
02847.jpg,27,22,0,attention_bumpers,0.296221,14,stop,0.184619,30,attention_snowflake,0.121391
02848.jpg,2,2,1,50_speed,0.999951,5,80_speed,3.45E-05,3,60_speed,1.09E-05
02849.jpg,1,1,1,30_speed,0.99973,0,20_speed,0.000102284,6,80_lifted,4.79E-05
02850.jpg,25,25,1,attention_construction,0.999999,30,attention_snowflake,5.29E-07,22,attention_bumpers,1.48E-07
02851.jpg,10,10,1,no_overtaking_trucks,1,9,no_overtaking_general,1.42E-08,7,100_speed,5.32E-11
02852.jpg,31,31,1,attention_deer,0.972951,21,attention_curvy,0.0243045,29,attention_bikes,0.000518921
02853.jpg,3,3,1,60_speed,0.997145,5,80_speed,0.00253147,2,50_speed,0.000323549
02854.jpg,18,18,1,attention_general,0.991018,26,attention_traffic_light,0.00580808,24,attention_bottleneck,0.00311551
02855.jpg,18,18,1,attention_general,0.999924,26,attention_traffic_light,7.08E-05,11,right_of_way_crossing,2.20E-06
02856.jpg,13,13,1,give_way,1,35,turn_straight,1.60E-09,29,attention_bikes,6.96E-10
02857.jpg,18,18,1,attention_general,0.988921,24,attention_bottleneck,0.00768522,27,attention_pedestrian,0.00242264
02858.jpg,13,13,1,give_way,1,35,turn_straight,1.87E-12,3,60_speed,2.74E-14
02859.jpg,34,34,1,turn_left,0.999582,38,turn_right_down,0.000417699,32,lifted_general,7.77E-08
02860.jpg,5,2,0,50_speed,0.958214,5,80_speed,0.0162233,3,60_speed,0.015246
02861.jpg,4,4,1,70_speed,0.956819,1,30_speed,0.0307125,15,no_way_general,0.00887752
02862.jpg,1,1,1,30_speed,0.990423,7,100_speed,0.00417512,5,80_speed,0.00410489
02863.jpg,23,23,1,attention_slippery,0.733684,21,attention_curvy,0.133886,31,attention_deer,0.0319742
02864.jpg,30,25,0,attention_construction,0.188137,21,attention_curvy,0.106732,7,100_speed,0.0909009
02865.jpg,4,4,1,70_speed,0.99999,1,30_speed,8.90E-06,5,80_speed,6.76E-07
02866.jpg,12,12,1,right_of_way_general,0.999999,32,lifted_general,4.94E-07,41,lifted_no_overtaking_general,1.79E-07
02867.jpg,1,1,1,30_speed,0.988319,2,50_speed,0.0105467,0,20_speed,0.000739581
02868.jpg,38,38,1,turn_right_down,0.999453,5,80_speed,0.000153226,32,lifted_general,0.000133876
02869.jpg,1,1,1,30_speed,0.962305,4,70_speed,0.0228791,2,50_speed,0.00851389
02870.jpg,12,12,1,right_of_way_general,0.999989,34,turn_left,3.92E-06,40,turn_circle,2.10E-06
02871.jpg,25,25,1,attention_construction,0.999515,31,attention_deer,0.000317628,29,attention_bikes,0.000114148
02872.jpg,14,14,1,stop,0.999993,3,60_speed,5.24E-06,2,50_speed,8.65E-07
02873.jpg,38,38,1,turn_right_down,1,34,turn_left,3.09E-10,36,turn_straight_right,2.21E-12
02874.jpg,1,1,1,30_speed,0.99975,5,80_speed,0.000199804,2,50_speed,4.89E-05
02875.jpg,17,17,1,no_way_one_way,0.999982,14,stop,1.64E-05,4,70_speed,1.09E-06
02876.jpg,9,9,1,no_overtaking_general,0.999373,10,no_overtaking_trucks,0.000624352,16,no_way_trucks,1.87E-06
02877.jpg,16,16,1,no_way_trucks,0.99996,7,100_speed,3.89E-05,10,no_overtaking_trucks,9.22E-07
02878.jpg,13,13,1,give_way,0.999999,35,turn_straight,6.56E-07,3,60_speed,2.78E-07
02879.jpg,7,7,1,100_speed,0.616249,8,120_speed,0.176649,5,80_speed,0.171534
02880.jpg,39,39,1,turn_left_down,0.999938,37,turn_straight_left,3.33E-05,33,turn_right,2.84E-05
02881.jpg,2,2,1,50_speed,0.997577,1,30_speed,0.00130535,5,80_speed,0.00109536
02882.jpg,8,8,1,120_speed,0.999934,7,100_speed,6.55E-05,4,70_speed,1.48E-07
02883.jpg,2,2,1,50_speed,0.996983,5,80_speed,0.00301333,1,30_speed,3.20E-06
02884.jpg,10,10,1,no_overtaking_trucks,0.999439,7,100_speed,0.000441827,9,no_overtaking_general,8.99E-05
02885.jpg,25,25,1,attention_construction,1,22,attention_bumpers,6.02E-09,29,attention_bikes,9.33E-11
02886.jpg,10,4,0,70_speed,0.319197,10,no_overtaking_trucks,0.178158,1,30_speed,0.173497
02887.jpg,4,1,0,30_speed,0.281424,2,50_speed,0.19123,8,120_speed,0.0968174
02888.jpg,4,4,1,70_speed,0.982625,1,30_speed,0.0171657,7,100_speed,0.000147135
02889.jpg,10,10,1,no_overtaking_trucks,1,9,no_overtaking_general,5.06E-09,7,100_speed,1.70E-11
02890.jpg,9,9,1,no_overtaking_general,1,10,no_overtaking_trucks,1.29E-08,16,no_way_trucks,3.87E-10
02891.jpg,39,39,1,turn_left_down,0.99963,37,turn_straight_left,0.00036966,35,turn_straight,1.71E-07
02892.jpg,7,7,1,100_speed,0.999982,8,120_speed,1.81E-05,5,80_speed,1.62E-07
02893.jpg,22,22,1,attention_bumpers,0.573199,29,attention_bikes,0.185124,28,attention_children,0.086795
02894.jpg,40,40,1,turn_circle,0.999903,37,turn_straight_left,5.21E-05,34,turn_left,3.25E-05
02895.jpg,4,4,1,70_speed,0.998809,1,30_speed,0.00113194,15,no_way_general,4.87E-05
02896.jpg,12,12,1,right_of_way_general,0.999596,40,turn_circle,0.000153244,32,lifted_general,9.16E-05
02897.jpg,10,10,1,no_overtaking_trucks,0.929861,5,80_speed,0.0549711,3,60_speed,0.00643638
02898.jpg,15,15,1,no_way_general,0.999673,9,no_overtaking_general,7.92E-05,26,attention_traffic_light,5.74E-05
02899.jpg,12,12,1,right_of_way_general,0.999999,41,lifted_no_overtaking_general,3.03E-07,40,turn_circle,2.52E-07
02900.jpg,13,13,1,give_way,0.999999,9,no_overtaking_general,4.31E-07,35,turn_straight,4.03E-07
02901.jpg,34,34,1,turn_left,0.999568,38,turn_right_down,0.000432148,35,turn_straight,7.04E-08
02902.jpg,4,4,1,70_speed,0.999758,1,30_speed,0.0002349,7,100_speed,4.46E-06
02903.jpg,2,2,1,50_speed,0.999978,5,80_speed,2.10E-05,1,30_speed,8.38E-07
02904.jpg,5,5,1,80_speed,0.999979,2,50_speed,2.12E-05,3,60_speed,1.35E-07
02905.jpg,25,25,1,attention_construction,0.999999,11,right_of_way_crossing,6.82E-07,30,attention_snowflake,3.39E-07
02906.jpg,37,37,1,turn_straight_left,0.99999,39,turn_left_down,8.92E-06,33,turn_right,1.36E-06
02907.jpg,17,17,1,no_way_one_way,0.608821,2,50_speed,0.177446,18,attention_general,0.0373451
02908.jpg,15,15,1,no_way_general,0.999996,5,80_speed,1.60E-06,8,120_speed,9.48E-07
02909.jpg,14,14,1,stop,0.999975,17,no_way_one_way,2.44E-05,2,50_speed,5.51E-07
02910.jpg,15,15,1,no_way_general,0.999942,14,stop,1.94E-05,9,no_overtaking_general,1.57E-05
02911.jpg,12,12,1,right_of_way_general,0.99341,7,100_speed,0.00161473,26,attention_traffic_light,0.00140117
02912.jpg,26,26,1,attention_traffic_light,0.99968,18,attention_general,0.000314184,22,attention_bumpers,3.37E-06
02913.jpg,18,18,1,attention_general,0.969731,24,attention_bottleneck,0.0168804,26,attention_traffic_light,0.00990289
02914.jpg,9,9,1,no_overtaking_general,0.999736,10,no_overtaking_trucks,0.000262255,5,80_speed,1.12E-06
02915.jpg,17,17,1,no_way_one_way,1,14,stop,2.41E-08,13,give_way,4.26E-10
02916.jpg,1,1,1,30_speed,0.999999,2,50_speed,3.65E-07,4,70_speed,2.32E-07
02917.jpg,7,8,0,120_speed,0.829656,7,100_speed,0.169701,4,70_speed,0.000481581
02918.jpg,23,2,0,50_speed,0.340947,31,attention_deer,0.294585,23,attention_slippery,0.177307
02919.jpg,1,1,1,30_speed,0.995548,2,50_speed,0.0044414,4,70_speed,5.70E-06
02920.jpg,35,35,1,turn_straight,0.9729,36,turn_straight_right,0.0194363,34,turn_left,0.00430401
