Index,ClassId,PredictClass,Prob,2ndClass,2ndProb,Correction
01838.jpg,17,17,0.999945,14,0.0000442,1
01839.jpg,35,35,1,36,7.23E-08,1
01840.jpg,27,27,0.975723,11,0.0131161,1
01841.jpg,33,33,1,39,0.00000001,1
01842.jpg,2,2,0.997659,5,0.00186255,1
01843.jpg,29,29,0.938165,24,0.0342589,1
01844.jpg,5,5,0.62829,2,0.293645,1
01845.jpg,11,11,0.999567,30,0.000432322,1
01846.jpg,4,4,0.996566,1,0.00330125,1
01847.jpg,10,10,0.996595,5,0.00330421,1
01848.jpg,14,14,1,1,0.000000171,1
01849.jpg,13,13,0.999709,17,0.000259147,1
01850.jpg,35,35,0.999999,34,0.000000698,1
01851.jpg,28,30,0.73726,28,0.0549896,0
01852.jpg,13,13,1,35,2.60E-10,1
01853.jpg,0,0,0.918121,1,0.0798205,1
01854.jpg,29,29,0.999994,26,0.00000213,1
01855.jpg,5,5,0.994111,2,0.00384443,1
01856.jpg,24,24,0.560266,27,0.151397,1
01857.jpg,12,12,0.344753,29,0.274298,1
01858.jpg,10,10,0.999678,7,0.000250353,1
01859.jpg,38,38,0.999908,34,0.000049,1
01860.jpg,9,9,0.999765,10,0.000235028,1
01861.jpg,42,42,0.972016,41,0.0279799,1
01862.jpg,5,5,0.999971,2,0.0000223,1
01863.jpg,1,1,0.83915,8,0.144203,1
01864.jpg,13,13,1,35,2.78E-09,1
01865.jpg,21,21,0.852434,31,0.147517,1
01866.jpg,9,9,0.996943,10,0.00305559,1
01867.jpg,33,33,0.999995,2,0.00000216,1
01868.jpg,25,25,0.982223,30,0.013927,1
01869.jpg,25,25,1,22,1.22E-11,1
01870.jpg,10,10,0.999999,5,0.000000406,1
01871.jpg,33,33,1,39,6.86E-08,1
01872.jpg,9,9,0.999995,10,0.00000507,1
01873.jpg,12,12,0.999916,1,0.0000461,1
01874.jpg,14,14,0.999999,1,0.00000054,1
01875.jpg,38,38,0.999997,34,0.00000295,1
01876.jpg,38,38,1,34,0.00000048,1
01877.jpg,2,2,0.999999,1,0.000000643,1
01878.jpg,7,7,0.598866,8,0.400365,1
01879.jpg,25,25,1,30,0.000000187,1
01880.jpg,5,5,0.983933,2,0.0127725,1
01881.jpg,15,15,0.999368,3,0.000110897,1
01882.jpg,12,12,0.995957,40,0.00310917,1
01883.jpg,1,1,0.999975,5,0.0000207,1
01884.jpg,5,2,0.523445,5,0.445061,0
01885.jpg,1,1,0.975586,4,0.0234568,1
01886.jpg,18,18,0.999857,26,0.0000971,1
01887.jpg,8,8,0.997751,7,0.00186472,1
01888.jpg,16,16,1,7,1.66E-10,1
01889.jpg,39,39,0.999394,37,0.000547812,1
01890.jpg,13,13,1,3,0.000000011,1
01891.jpg,10,10,0.991438,5,0.00423184,1
01892.jpg,1,1,0.998585,7,0.000800102,1
01893.jpg,4,4,0.89373,8,0.0472288,1
01894.jpg,2,2,0.999817,5,0.000121541,1
01895.jpg,17,17,1,14,1.02E-11,1
01896.jpg,23,23,0.996774,30,0.00162098,1
01897.jpg,9,9,0.999929,10,0.0000713,1
01898.jpg,21,21,0.692614,19,0.230886,1
01899.jpg,38,38,0.999972,34,0.0000212,1
01900.jpg,10,10,0.995135,5,0.00210892,1
01901.jpg,10,10,1,9,0.000000338,1
01902.jpg,31,31,0.980907,26,0.00472618,1
01903.jpg,2,2,0.963999,5,0.0346482,1
01904.jpg,36,38,0.370357,5,0.183492,0
01905.jpg,38,38,0.999949,34,0.0000393,1
01906.jpg,2,2,0.999551,5,0.000434352,1
01907.jpg,31,31,0.759264,21,0.206474,1
01908.jpg,38,38,0.999526,34,0.000457578,1
01909.jpg,8,8,0.93391,4,0.0472369,1
01910.jpg,22,26,0.497764,18,0.0996568,0
01911.jpg,25,25,1,22,1.33E-09,1
01912.jpg,9,9,0.993016,10,0.00698396,1
01913.jpg,38,38,1,34,6.06E-13,1
01914.jpg,34,34,1,38,3.10E-09,1
01915.jpg,38,38,1,34,1.04E-12,1
01916.jpg,29,29,0.989915,24,0.00582751,1
01917.jpg,16,16,0.999896,10,0.0000835,1
01918.jpg,25,25,0.995133,11,0.00430735,1
01919.jpg,35,35,0.999995,36,0.00000367,1
01920.jpg,8,8,0.995057,7,0.00493981,1
01921.jpg,22,22,0.999989,25,0.00000496,1
01922.jpg,5,5,0.999577,2,0.000175922,1
01923.jpg,13,13,1,17,0.000000037,1
01924.jpg,4,4,0.996547,1,0.00312718,1
01925.jpg,11,11,0.983567,30,0.00637686,1
01926.jpg,34,34,0.999986,38,0.0000137,1
01927.jpg,31,31,0.835993,23,0.163812,1
01928.jpg,25,25,0.999986,22,0.000007,1
01929.jpg,1,1,0.777006,2,0.222749,1
01930.jpg,13,13,1,35,7.96E-14,1
01931.jpg,8,8,0.995801,7,0.00408823,1
01932.jpg,1,1,0.632994,7,0.271315,1
01933.jpg,12,12,1,40,2.17E-11,1
01934.jpg,2,2,0.999917,5,0.0000825,1
01935.jpg,17,17,1,14,3.75E-09,1
01936.jpg,8,8,0.970325,7,0.0234087,1
01937.jpg,23,23,0.77203,31,0.0861362,1
01938.jpg,5,5,0.985239,2,0.0134107,1
01939.jpg,5,5,0.394123,7,0.20079,1
01940.jpg,5,5,0.997038,3,0.00160803,1
01941.jpg,15,15,0.999985,3,0.00000507,1
01942.jpg,1,1,0.999734,5,0.000231112,1
01943.jpg,10,10,0.985037,5,0.00720479,1
01944.jpg,11,11,0.999992,7,0.00000196,1
01945.jpg,8,8,0.999967,7,0.0000307,1
01946.jpg,25,25,1,22,0.000000425,1
01947.jpg,18,31,0.924621,21,0.0706017,0
01948.jpg,17,17,1,14,0.000000035,1
01949.jpg,10,10,1,9,2.32E-09,1
01950.jpg,15,15,0.995751,4,0.00282622,1
01951.jpg,25,25,1,19,6.12E-11,1
01952.jpg,5,5,0.847889,7,0.0772182,1
01953.jpg,4,4,0.999923,1,0.0000534,1
01954.jpg,4,4,0.999767,1,0.000230184,1
01955.jpg,1,1,0.998056,0,0.00163693,1
01956.jpg,4,4,0.97936,7,0.018682,1
01957.jpg,7,7,0.539809,8,0.459745,1
01958.jpg,40,40,0.908551,8,0.0681538,1
01959.jpg,11,11,0.999999,30,0.000000846,1
01960.jpg,1,1,0.999993,2,0.00000535,1
01961.jpg,20,20,0.90572,23,0.0864763,1
01962.jpg,17,17,1,14,5.25E-08,1
01963.jpg,26,26,0.999335,18,0.000478913,1
01964.jpg,38,38,0.999982,34,0.0000178,1
01965.jpg,12,12,1,7,6.67E-11,1
01966.jpg,7,5,0.554496,7,0.27547,0
01967.jpg,4,4,1,1,0.000000272,1
01968.jpg,1,1,0.997452,4,0.00228843,1
01969.jpg,40,40,0.512777,11,0.177548,1
01970.jpg,9,9,0.999366,10,0.00052647,1
01971.jpg,9,9,1,10,1.36E-08,1
01972.jpg,5,7,0.422432,5,0.34037,0
01973.jpg,1,1,0.999998,2,0.00000123,1
01974.jpg,34,34,1,35,2.68E-10,1
01975.jpg,12,12,1,32,1.95E-09,1
01976.jpg,30,30,0.956552,11,0.0433789,1
01977.jpg,12,12,1,32,0.000000265,1
01978.jpg,10,10,0.999806,9,0.000165534,1
01979.jpg,3,3,0.973266,2,0.0136263,1
01980.jpg,10,10,0.999702,7,0.000277558,1
01981.jpg,17,17,1,14,2.42E-09,1
01982.jpg,10,10,0.862538,4,0.134771,1
01983.jpg,7,7,0.284495,5,0.252265,1
01984.jpg,10,10,0.836726,9,0.122097,1
01985.jpg,25,25,0.999958,29,0.0000345,1
01986.jpg,2,2,0.999727,1,0.000259624,1
01987.jpg,22,22,0.814807,26,0.140641,1
01988.jpg,8,8,0.986001,2,0.005234,1
01989.jpg,38,38,1,34,8.01E-12,1
01990.jpg,7,7,0.999991,5,0.00000825,1
01991.jpg,2,2,0.961346,5,0.0375826,1
01992.jpg,22,22,0.999895,25,0.0000332,1
01993.jpg,11,11,0.927079,30,0.0671967,1
01994.jpg,11,11,0.99998,27,0.0000116,1
01995.jpg,13,13,1,35,4.73E-11,1
01996.jpg,35,35,0.896354,9,0.0460261,1
01997.jpg,12,12,0.999962,42,0.0000115,1
01998.jpg,3,3,0.891152,5,0.103177,1
01999.jpg,3,5,0.902385,3,0.0976023,0
02000.jpg,34,34,0.938598,38,0.0333077,1
02001.jpg,38,38,1,34,0.000000363,1
02002.jpg,8,8,0.640735,4,0.1799,1
02003.jpg,11,11,0.354835,30,0.187246,1
02004.jpg,9,9,1,10,2.24E-08,1
02005.jpg,26,26,0.995437,18,0.00454027,1
02006.jpg,17,17,0.999932,14,0.0000507,1
02007.jpg,2,2,0.998901,1,0.000864315,1
02008.jpg,4,4,0.890544,1,0.0903397,1
02009.jpg,35,35,1,36,2.15E-08,1
02010.jpg,36,36,0.99999,38,0.00000963,1
02011.jpg,12,12,1,7,0.000000106,1
02012.jpg,38,38,1,36,0.000000165,1
02013.jpg,10,10,0.930216,9,0.0697834,1
02014.jpg,22,22,0.810938,26,0.0689731,1
02015.jpg,38,38,1,36,0.000000253,1
02016.jpg,8,3,0.268157,10,0.186593,0
02017.jpg,7,5,0.39172,7,0.267711,0
02018.jpg,9,9,0.999887,10,0.000113094,1
02019.jpg,17,17,1,26,5.75E-10,1
02020.jpg,3,3,0.701902,5,0.284994,1
02021.jpg,25,25,0.99797,29,0.000936339,1
02022.jpg,7,7,0.814851,8,0.181643,1
02023.jpg,4,4,0.56,1,0.405676,1
02024.jpg,1,1,0.999949,2,0.0000299,1
02025.jpg,4,1,0.52483,0,0.134374,0
02026.jpg,1,1,0.999548,2,0.000383294,1
02027.jpg,38,38,1,34,1.21E-08,1
02028.jpg,4,4,0.998631,8,0.000839624,1
02029.jpg,25,25,0.999999,29,0.000000918,1
02030.jpg,10,10,1,9,2.23E-08,1
02031.jpg,7,7,0.618136,8,0.368076,1
02032.jpg,38,38,0.998349,13,0.000708868,1
02033.jpg,13,13,0.999962,35,0.0000376,1
02034.jpg,14,14,0.999964,1,0.00000998,1
02035.jpg,35,35,0.993941,3,0.00278457,1
02036.jpg,26,26,0.992817,28,0.00500149,1
02037.jpg,35,35,1,9,1.05E-09,1
02038.jpg,25,25,0.999996,29,0.00000372,1
02039.jpg,12,12,1,29,0.000000119,1
02040.jpg,13,13,0.999984,9,0.00000921,1
02041.jpg,4,4,0.676616,8,0.155117,1
02042.jpg,7,7,0.999776,8,0.000171993,1
02043.jpg,1,1,0.998083,2,0.00191029,1
02044.jpg,3,2,0.610049,5,0.242617,0
02045.jpg,0,0,0.950771,1,0.0417293,1
02046.jpg,38,38,1,34,1.43E-09,1
02047.jpg,7,7,0.964451,8,0.0353286,1
02048.jpg,2,2,0.999905,1,0.000051,1
02049.jpg,13,13,1,9,1.97E-08,1
02050.jpg,39,39,0.999743,33,0.000256595,1
02051.jpg,1,1,0.996755,2,0.00324095,1
02052.jpg,25,25,0.968553,19,0.0124747,1
02053.jpg,3,3,0.9708,5,0.0275905,1
02054.jpg,18,28,0.516295,18,0.333142,0
02055.jpg,1,1,0.99996,4,0.0000299,1
02056.jpg,32,32,0.995395,18,0.00209238,1
02057.jpg,36,8,0.301034,4,0.193986,0
02058.jpg,12,12,1,40,6.27E-11,1
02059.jpg,9,9,0.999969,10,0.0000312,1
02060.jpg,14,14,1,1,2.75E-08,1
02061.jpg,9,9,0.892036,10,0.0981442,1
02062.jpg,2,2,0.953565,5,0.0464322,1
02063.jpg,2,2,0.997836,5,0.00209074,1
02064.jpg,5,5,0.930278,3,0.0548085,1
02065.jpg,18,26,0.840299,27,0.0725442,0
02066.jpg,11,11,0.999985,30,0.0000122,1
02067.jpg,12,12,1,40,0.000000296,1
02068.jpg,15,15,0.999991,8,0.00000392,1
02069.jpg,18,18,0.684444,20,0.19061,1
02070.jpg,11,11,1,30,0.000000314,1
02071.jpg,12,12,0.999979,7,0.00000617,1
02072.jpg,30,30,0.965244,23,0.0301557,1
02073.jpg,1,1,0.998586,4,0.00137915,1
02074.jpg,9,9,0.999966,10,0.0000344,1
02075.jpg,18,18,0.83904,26,0.155,1
02076.jpg,33,40,0.563665,36,0.242618,0
02077.jpg,7,7,0.999754,8,0.000232531,1
02078.jpg,38,38,0.999999,34,0.00000108,1
02079.jpg,17,17,1,2,6.23E-09,1
02080.jpg,2,2,0.999997,1,0.00000217,1
02081.jpg,9,9,0.999998,10,0.00000157,1
02082.jpg,15,15,0.999163,38,0.000406193,1
02083.jpg,13,13,1,35,3.17E-09,1
02084.jpg,10,10,0.999948,7,0.0000209,1
02085.jpg,31,31,0.999994,21,0.00000379,1
02086.jpg,28,10,0.221616,7,0.190072,0
02087.jpg,18,31,0.828405,29,0.051891,0
02088.jpg,1,1,1,5,0.000000113,1
02089.jpg,13,13,0.999996,35,0.00000385,1
02090.jpg,31,31,0.999916,29,0.0000284,1
02091.jpg,28,28,0.514124,24,0.3571,1
02092.jpg,9,9,0.999969,16,0.0000281,1
02093.jpg,11,11,0.999997,30,0.00000158,1
02094.jpg,25,25,0.999998,22,0.000000719,1
02095.jpg,37,37,0.909703,33,0.0299881,1
02096.jpg,25,25,0.999968,19,0.0000169,1
02097.jpg,12,12,0.999837,7,0.0000741,1
02098.jpg,18,40,0.256906,7,0.189585,0
02099.jpg,1,1,0.999998,0,0.00000153,1
02100.jpg,29,29,0.987716,24,0.00514764,1
02101.jpg,31,31,1,21,0.000000175,1
02102.jpg,7,8,0.787859,7,0.180408,0
02103.jpg,2,2,0.999891,1,0.0000784,1
02104.jpg,2,2,0.999689,5,0.000303314,1
02105.jpg,6,6,0.667018,42,0.300874,1
02106.jpg,7,7,0.999989,5,0.0000101,1
02107.jpg,4,4,0.613856,1,0.385535,1
02108.jpg,36,36,0.999895,38,0.0000957,1
02109.jpg,30,40,0.371644,12,0.235125,0
02110.jpg,2,2,0.998221,5,0.00173596,1
02111.jpg,17,17,0.875176,4,0.0937045,1
02112.jpg,18,18,0.663626,20,0.156982,1
02113.jpg,5,5,0.923753,3,0.0509613,1
02114.jpg,2,2,0.480409,4,0.416843,1
02115.jpg,13,13,1,35,5.64E-09,1
02116.jpg,26,28,0.351198,21,0.292225,0
02117.jpg,7,7,0.933891,8,0.0525212,1
02118.jpg,9,9,0.999958,10,0.0000419,1
02119.jpg,3,3,0.588137,5,0.305388,1
02120.jpg,38,5,0.315277,38,0.194489,0
02121.jpg,18,18,0.95283,26,0.0468621,1
02122.jpg,11,11,1,30,2.71E-09,1
02123.jpg,13,13,1,17,2.85E-10,1
02124.jpg,11,11,0.998089,30,0.00169539,1
02125.jpg,13,13,0.999978,9,0.0000158,1
02126.jpg,10,10,1,9,1.73E-08,1
02127.jpg,5,5,0.999565,7,0.000111554,1
02128.jpg,16,16,1,9,5.36E-09,1
02129.jpg,13,13,0.999998,3,0.000000625,1
02130.jpg,16,16,0.999979,9,0.0000152,1
02131.jpg,9,9,0.998732,10,0.00126698,1
02132.jpg,3,3,0.993471,5,0.00502691,1
02133.jpg,16,16,1,7,1.15E-09,1
02134.jpg,13,13,0.99937,1,0.000160101,1
02135.jpg,35,35,0.999998,36,0.000000638,1
02136.jpg,13,13,1,9,7.16E-08,1
02137.jpg,10,10,0.9998,5,0.000132913,1
02138.jpg,36,36,0.999922,38,0.0000782,1
02139.jpg,1,1,0.999993,8,0.00000351,1
02140.jpg,38,38,1,34,1.01E-12,1
02141.jpg,17,17,1,14,1.01E-12,1
02142.jpg,12,12,1,42,4.81E-08,1
02143.jpg,11,11,1,30,5.27E-11,1
02144.jpg,2,2,0.998962,1,0.00054683,1
02145.jpg,4,4,0.984305,7,0.00914251,1
02146.jpg,13,13,1,35,0.000000001,1
02147.jpg,18,18,0.889116,31,0.040707,1
02148.jpg,12,12,0.999997,41,0.000000719,1
02149.jpg,33,33,0.999262,40,0.000722777,1
02150.jpg,11,11,0.999689,30,0.000309206,1
02151.jpg,36,25,0.722077,36,0.26245,0
02152.jpg,31,31,0.999998,19,0.00000128,1
02153.jpg,7,7,0.730814,8,0.25852,1
02154.jpg,1,12,0.403987,13,0.20614,0
02155.jpg,5,5,0.759686,7,0.139931,1
02156.jpg,10,10,0.999753,4,0.000142212,1
02157.jpg,27,27,0.719327,25,0.207307,1
02158.jpg,3,7,0.300956,5,0.20647,0
02159.jpg,40,40,0.910473,7,0.0744361,1
02160.jpg,0,0,0.70144,1,0.297859,1
02161.jpg,4,1,0.758593,4,0.226575,0
02162.jpg,9,9,0.999947,10,0.000053,1
02163.jpg,2,2,0.999601,5,0.000199154,1
02164.jpg,2,2,0.935025,5,0.0648611,1
02165.jpg,2,2,0.997383,5,0.00229387,1
02166.jpg,13,13,1,34,7.06E-13,1
02167.jpg,16,16,0.987402,9,0.00873505,1
02168.jpg,13,13,1,17,4.94E-12,1
02169.jpg,2,2,0.999745,1,0.00024743,1
02170.jpg,18,18,0.953852,27,0.044758,1
02171.jpg,2,2,0.997345,5,0.00214422,1
02172.jpg,18,18,0.873061,31,0.0586063,1
02173.jpg,6,6,0.915316,32,0.0526718,1
02174.jpg,9,9,0.99982,16,0.000174059,1
02175.jpg,2,2,0.999177,1,0.00081837,1
02176.jpg,17,2,0.568256,18,0.13108,0
02177.jpg,14,14,1,1,0.000000131,1
02178.jpg,5,5,0.994438,2,0.00553816,1
02179.jpg,12,12,0.999975,40,0.0000218,1
02180.jpg,5,5,0.442565,2,0.273159,1
02181.jpg,26,26,0.464832,21,0.184416,1
02182.jpg,3,5,0.458751,1,0.235676,0
02183.jpg,17,17,0.995312,14,0.00415899,1
02184.jpg,40,40,0.999964,8,0.0000347,1
02185.jpg,38,38,1,34,1.17E-08,1
02186.jpg,14,14,0.999994,1,0.00000281,1
02187.jpg,16,16,0.998341,10,0.00119621,1
02188.jpg,6,5,0.360236,42,0.315764,0
02189.jpg,8,8,0.996588,4,0.00121814,1
02190.jpg,4,4,0.893209,1,0.106479,1
02191.jpg,5,2,0.85018,5,0.14867,0
02192.jpg,4,4,0.999999,1,0.000001,1
02193.jpg,11,30,0.896001,11,0.0632699,0
02194.jpg,5,5,0.996909,2,0.00300864,1
02195.jpg,13,13,1,21,2.74E-09,1
02196.jpg,2,2,1,1,0.000000277,1
02197.jpg,11,11,0.959086,23,0.0122506,1
02198.jpg,12,12,0.999938,2,0.000025,1
02199.jpg,4,4,1,1,0.000000292,1
02200.jpg,7,7,0.967136,4,0.014479,1
02201.jpg,38,38,1,36,1.34E-08,1
02202.jpg,33,33,1,35,4.05E-08,1
02203.jpg,10,10,0.999956,5,0.000039,1
02204.jpg,33,33,0.999999,35,0.000000439,1
02205.jpg,12,12,0.999735,32,0.0000881,1
02206.jpg,14,14,0.999948,2,0.000027,1
02207.jpg,38,38,1,34,1.74E-08,1
02208.jpg,1,1,0.997784,2,0.00202618,1
02209.jpg,23,23,0.974218,31,0.0109095,1
02210.jpg,7,7,0.9031,4,0.0628228,1
02211.jpg,27,27,0.925563,11,0.035778,1
02212.jpg,35,35,0.956114,38,0.0110758,1
02213.jpg,10,10,0.997935,5,0.00195657,1
02214.jpg,4,4,0.999967,1,0.0000324,1
02215.jpg,1,1,0.996086,5,0.00217366,1
02216.jpg,11,11,0.806884,30,0.171827,1
02217.jpg,35,35,1,33,0.000000026,1
02218.jpg,42,42,0.965621,12,0.0142127,1
02219.jpg,28,28,0.371522,23,0.206702,1
02220.jpg,8,8,0.985099,7,0.0148974,1
02221.jpg,12,12,1,40,7.62E-08,1
02222.jpg,5,2,0.731169,5,0.136166,0
02223.jpg,18,18,0.929423,26,0.0577983,1
02224.jpg,35,35,1,36,9.54E-10,1
02225.jpg,17,17,0.999992,14,0.00000477,1
02226.jpg,4,1,0.534741,4,0.432609,0
02227.jpg,8,8,0.890626,9,0.0637687,1
02228.jpg,26,18,0.275365,20,0.268361,0
02229.jpg,17,17,0.999997,14,0.00000161,1
02230.jpg,14,14,0.999968,15,0.0000307,1
02231.jpg,8,8,0.992822,7,0.0045672,1
02232.jpg,15,15,0.999956,8,0.0000202,1
02233.jpg,10,2,0.248965,3,0.16725,0
02234.jpg,5,5,0.999991,2,0.00000815,1
02235.jpg,8,8,0.998659,4,0.000541163,1
02236.jpg,6,6,0.992331,32,0.00563358,1
02237.jpg,14,14,0.999989,15,0.00000431,1
02238.jpg,10,10,0.999577,5,0.000203224,1
02239.jpg,35,35,1,34,4.03E-12,1
02240.jpg,1,4,0.671149,1,0.285533,0
02241.jpg,13,13,1,17,1.82E-12,1
02242.jpg,22,22,0.99999,29,0.00000623,1
02243.jpg,16,16,1,7,2.21E-09,1
02244.jpg,1,1,0.99998,5,0.0000172,1
02245.jpg,35,35,1,36,1.13E-10,1
02246.jpg,5,5,0.993044,2,0.00574723,1
02247.jpg,13,13,1,35,0.000000215,1
02248.jpg,38,38,0.999998,34,0.00000156,1
02249.jpg,7,7,0.540404,8,0.457006,1
02250.jpg,1,1,0.999424,4,0.00050228,1
02251.jpg,4,4,0.999997,8,0.00000115,1
02252.jpg,25,25,0.999983,20,0.0000169,1
02253.jpg,11,11,0.999875,30,0.0000585,1
02254.jpg,3,3,0.811056,5,0.141961,1
02255.jpg,12,12,0.999976,34,0.00000981,1
02256.jpg,2,5,0.500588,2,0.480608,0
02257.jpg,12,12,0.999996,7,0.00000292,1
02258.jpg,12,12,0.988337,4,0.0059575,1
02259.jpg,10,10,0.899094,5,0.0877217,1
02260.jpg,10,10,0.992376,9,0.00483109,1
02261.jpg,13,13,1,35,1.83E-08,1
02262.jpg,6,6,0.649314,42,0.204838,1
02263.jpg,23,23,0.965596,30,0.0292462,1
02264.jpg,13,13,0.999998,15,0.00000183,1
02265.jpg,25,25,0.999988,22,0.0000092,1
02266.jpg,2,2,0.988511,3,0.00616042,1
02267.jpg,12,12,0.999973,7,0.0000185,1
02268.jpg,13,13,1,35,1.20E-11,1
02269.jpg,2,2,0.997844,1,0.00208941,1
02270.jpg,12,12,0.963467,11,0.02434,1
02271.jpg,13,13,0.999971,35,0.0000126,1
02272.jpg,4,4,0.883737,1,0.104763,1
02273.jpg,16,16,1,7,2.61E-10,1
02274.jpg,20,20,0.999001,30,0.000653722,1
02275.jpg,12,12,0.999965,41,0.0000306,1
02276.jpg,25,25,0.99984,22,0.0000934,1
02277.jpg,10,10,0.999851,5,0.000142417,1
02278.jpg,1,1,0.999997,4,0.00000233,1
02279.jpg,7,7,0.999735,8,0.00025265,1
02280.jpg,38,38,0.999371,15,0.000211991,1
02281.jpg,5,5,0.330987,4,0.29261,1
02282.jpg,13,13,0.999942,3,0.000024,1
02283.jpg,9,9,1,10,0.000000232,1
02284.jpg,4,4,0.999983,1,0.0000133,1
02285.jpg,38,38,1,34,0.000000272,1
02286.jpg,10,10,0.999883,9,0.000111114,1
02287.jpg,17,17,0.999716,14,0.000272239,1
02288.jpg,30,30,0.95947,24,0.0223183,1
02289.jpg,13,13,0.993437,1,0.00582929,1
02290.jpg,1,1,0.999673,2,0.000318999,1
02291.jpg,14,14,0.989486,17,0.0104389,1
02292.jpg,10,10,0.999965,4,0.0000339,1
02293.jpg,10,10,0.999998,5,0.00000112,1
02294.jpg,33,33,1,25,6.08E-08,1
02295.jpg,2,2,0.988152,5,0.010397,1
02296.jpg,13,13,1,35,1.51E-11,1
02297.jpg,2,2,0.999942,5,0.0000571,1
02298.jpg,7,7,0.999951,8,0.0000433,1
02299.jpg,36,36,0.999979,38,0.00000899,1
02300.jpg,6,42,0.930251,6,0.0236339,0
02301.jpg,1,1,0.999989,2,0.00000781,1
02302.jpg,12,12,0.995714,7,0.000699253,1
02303.jpg,17,17,1,14,7.22E-08,1
02304.jpg,17,17,1,14,5.90E-11,1
02305.jpg,1,1,0.961999,2,0.0370775,1
02306.jpg,4,4,0.946915,1,0.0346642,1
02307.jpg,1,1,0.933287,4,0.0643445,1
02308.jpg,34,34,0.999987,40,0.00000833,1
02309.jpg,3,3,0.670865,5,0.309771,1
02310.jpg,5,3,0.521092,2,0.253999,0
02311.jpg,35,35,0.931195,29,0.0446445,1
02312.jpg,1,1,0.991897,2,0.00780316,1
02313.jpg,1,1,1,5,2.17E-09,1
02314.jpg,4,4,0.999978,1,0.000021,1
02315.jpg,13,13,1,35,3.41E-11,1
02316.jpg,21,31,0.649733,21,0.350248,0
02317.jpg,25,25,0.97428,20,0.0230732,1
02318.jpg,3,5,0.758476,3,0.239058,0
02319.jpg,7,7,0.998915,8,0.000878778,1
02320.jpg,5,5,0.992064,3,0.00533026,1
02321.jpg,3,3,0.992805,5,0.00715688,1
02322.jpg,7,7,0.972087,1,0.0172776,1
02323.jpg,2,2,0.974047,3,0.0167011,1
02324.jpg,5,5,0.900578,3,0.0497771,1
02325.jpg,15,15,0.990863,4,0.00593547,1
02326.jpg,19,19,0.970482,23,0.0201593,1
02327.jpg,2,2,0.87854,4,0.0512156,1
02328.jpg,10,10,0.99998,9,0.00000972,1
02329.jpg,14,14,1,17,2.40E-09,1
02330.jpg,28,28,0.971004,30,0.0212301,1
02331.jpg,38,38,1,34,4.00E-11,1
02332.jpg,42,42,0.445251,7,0.228646,1
02333.jpg,36,36,0.999995,35,0.00000227,1
02334.jpg,17,17,0.998369,13,0.000409838,1
02335.jpg,1,2,0.771358,1,0.166099,0
02336.jpg,5,1,0.763106,2,0.219079,0
02337.jpg,38,38,1,34,4.36E-10,1
02338.jpg,8,8,1,4,3.23E-08,1
02339.jpg,16,16,0.999949,7,0.0000321,1
02340.jpg,7,8,0.838018,7,0.138282,0
02341.jpg,13,13,1,35,8.55E-08,1
02342.jpg,18,31,0.921763,10,0.0512171,0
02343.jpg,1,1,0.99706,2,0.00267489,1
02344.jpg,25,25,0.9999,29,0.0000761,1
02345.jpg,32,32,0.991358,41,0.0040936,1
02346.jpg,5,5,0.963071,2,0.0320352,1
02347.jpg,29,29,0.986796,28,0.00774553,1
02348.jpg,4,4,0.500204,15,0.348031,1
02349.jpg,13,13,0.999297,35,0.000423254,1
02350.jpg,35,35,1,36,0.0000005,1
02351.jpg,33,33,0.999982,39,0.00000877,1
02352.jpg,5,5,0.973702,2,0.0199342,1
02353.jpg,4,2,0.493408,1,0.237733,0
02354.jpg,10,20,0.643193,10,0.326939,0
02355.jpg,18,18,0.999989,26,0.00000419,1
02356.jpg,1,1,0.712956,2,0.173081,1
02357.jpg,11,11,0.887748,21,0.0601679,1
02358.jpg,33,33,1,39,3.00E-10,1
02359.jpg,10,10,0.901631,9,0.0983682,1
02360.jpg,30,30,0.580125,11,0.18521,1
02361.jpg,30,30,0.964294,11,0.0344006,1
02362.jpg,5,5,0.538371,3,0.256879,1
02363.jpg,31,31,0.992073,29,0.00692173,1
02364.jpg,12,12,0.999572,40,0.0000801,1
02365.jpg,2,2,0.999999,5,0.000000686,1
02366.jpg,2,2,0.984172,4,0.00613115,1
02367.jpg,1,1,0.978156,2,0.0209609,1
02368.jpg,8,8,0.987305,1,0.00404748,1
02369.jpg,13,13,0.999913,25,0.0000203,1
02370.jpg,21,19,0.609626,23,0.202558,0
02371.jpg,2,2,0.99982,5,0.000169431,1
02372.jpg,1,1,0.69361,4,0.227688,1
02373.jpg,25,25,0.999978,19,0.0000164,1
02374.jpg,8,8,0.612464,5,0.154965,1
02375.jpg,33,33,1,35,0.000000101,1
02376.jpg,4,12,0.53013,4,0.302764,0
02377.jpg,17,17,1,14,9.54E-09,1
02378.jpg,25,25,0.35388,19,0.330515,1
02379.jpg,12,12,0.999529,41,0.0000821,1
02380.jpg,26,18,0.700631,26,0.0683677,0
02381.jpg,11,11,0.987625,18,0.0107893,1
02382.jpg,2,2,0.999868,1,0.000131452,1
02383.jpg,7,7,0.862627,5,0.134658,1
02384.jpg,22,22,0.989333,25,0.0104937,1
02385.jpg,10,10,0.997851,9,0.00214874,1
02386.jpg,4,4,0.5806,13,0.1743,1
02387.jpg,25,25,1,19,5.72E-09,1
02388.jpg,31,31,0.959582,8,0.013137,1
