Index	ClassId	PredictClass	Prob	2ndClass	2ndProb	3rdClass	3rdProb	Correction
03579.jpg	38	38	1	34	1E-11	20	1.11E-13	1
03580.jpg	24	30	0.506461	21	0.143043	31	0.134098	0
03581.jpg	35	35	0.999977	36	0.0000175	34	0.00000182	1
03582.jpg	38	38	1	34	1.45E-11	36	3.46E-13	1
03583.jpg	17	17	1	14	7.72E-11	4	1.24E-13	1
03584.jpg	38	38	1	34	4.65E-10	36	3.87E-11	1
03585.jpg	10	10	0.999981	9	0.00000816	39	0.00000695	1
03586.jpg	18	18	0.998733	26	0.00124399	24	0.0000207	1
03587.jpg	11	11	0.99993	21	0.0000244	27	0.000017	1
03588.jpg	25	25	1	19	3.26E-08	31	5.35E-09	1
03589.jpg	3	5	0.533907	1	0.24937	2	0.102471	0
03590.jpg	17	17	1	14	0.000000336	1	0.000000013	1
03591.jpg	7	7	0.683003	5	0.127846	8	0.0861803	1
03592.jpg	35	35	0.999993	36	0.00000647	29	8.59E-08	1
03593.jpg	41	8	0.513988	9	0.151909	12	0.114102	0
03594.jpg	14	14	0.999997	2	0.00000229	1	0.000000474	1
03595.jpg	3	5	0.686032	3	0.313493	2	0.000449351	0
03596.jpg	38	38	1	40	0.000000457	37	3.24E-08	1
03597.jpg	12	12	0.999958	42	0.0000277	35	0.00000411	1
03598.jpg	20	20	0.999283	31	0.000191329	18	0.000130337	1
03599.jpg	38	38	0.999999	34	0.00000122	15	2.77E-09	1
03600.jpg	6	6	0.999953	32	0.0000321	1	0.00000859	1
03601.jpg	14	14	1	1	8.74E-09	17	3.67E-09	1
03602.jpg	2	2	0.999639	1	0.000343189	5	0.0000156	1
03603.jpg	4	4	0.999962	8	0.0000339	7	0.00000251	1
03604.jpg	2	2	0.99657	1	0.00334409	5	0.0000849	1
03605.jpg	37	37	0.97604	39	0.013023	33	0.0066923	1
03606.jpg	12	12	1	41	9.46E-09	32	6.37E-09	1
03607.jpg	8	8	1	7	6.58E-08	4	1.19E-09	1
03608.jpg	9	9	1	10	0.000000289	16	7.66E-09	1
03609.jpg	38	38	1	34	6.23E-14	40	2.62E-14	1
03610.jpg	12	12	0.999851	7	0.000138716	42	0.00000771	1
03611.jpg	4	4	0.842654	1	0.129947	2	0.0195695	1
03612.jpg	38	38	0.999997	34	0.00000255	20	2.55E-08	1
03613.jpg	9	9	0.998883	10	0.000923516	41	0.00014113	1
03614.jpg	35	35	1	36	0.000000414	3	7.23E-10	1
03615.jpg	4	4	0.270798	1	0.269797	15	0.266404	1
03616.jpg	37	37	0.999196	35	0.000709259	40	0.0000337	1
03617.jpg	21	21	0.726719	31	0.228791	19	0.0405801	1
03618.jpg	10	10	0.999993	5	0.00000262	7	0.00000192	1
03619.jpg	2	2	0.999999	5	0.00000093	1	6.72E-08	1
03620.jpg	16	16	1	7	0.000000109	10	5.54E-08	1
03621.jpg	23	23	0.998485	19	0.000700959	9	0.000271971	1
03622.jpg	3	3	0.99692	5	0.00281885	2	0.00026069	1
03623.jpg	2	2	0.97702	4	0.0160877	5	0.00506789	1
03624.jpg	11	11	1	30	8.24E-08	28	1.91E-10	1
03625.jpg	25	25	0.957381	29	0.035571	20	0.00666083	1
03626.jpg	11	21	0.309432	11	0.30653	30	0.261962	0
03627.jpg	1	1	0.999967	2	0.000016	5	0.000012	1
03628.jpg	5	5	0.876491	2	0.108853	1	0.0074514	1
03629.jpg	1	1	0.999885	6	0.0000711	5	0.0000273	1
03630.jpg	35	9	0.264642	15	0.226651	29	0.200741	0
03631.jpg	10	10	0.767673	5	0.161915	2	0.0586956	1
03632.jpg	2	2	0.999979	5	0.0000202	1	0.000000516	1
03633.jpg	5	5	0.815904	3	0.0653632	4	0.0464246	1
03634.jpg	1	1	0.999999	2	0.000000876	4	0.000000326	1
03635.jpg	12	12	0.999967	7	0.0000332	32	7.62E-08	1
03636.jpg	7	7	0.974813	5	0.022156	8	0.00281862	1
03637.jpg	7	7	0.985632	4	0.0122113	5	0.00161475	1
03638.jpg	1	1	0.999984	2	0.00000636	0	0.00000351	1
03639.jpg	38	38	1	36	1.65E-08	34	4.48E-09	1
03640.jpg	17	17	0.999991	14	0.00000755	1	0.00000103	1
03641.jpg	10	10	1	9	5.93E-09	7	2.74E-09	1
03642.jpg	10	10	0.99997	9	0.0000299	7	4.31E-08	1
03643.jpg	18	18	0.72371	30	0.0929027	20	0.0577441	1
03644.jpg	17	17	0.887409	2	0.0710227	0	0.029268	1
03645.jpg	1	1	0.999604	2	0.000378687	5	0.0000129	1
03646.jpg	1	1	0.999501	2	0.000439399	5	0.0000231	1
03647.jpg	14	14	0.999974	2	0.00000817	1	0.0000053	1
03648.jpg	12	12	0.999995	7	0.00000313	42	0.000000412	1
03649.jpg	7	7	0.941744	8	0.0582216	4	0.0000156	1
03650.jpg	4	4	0.999957	8	0.0000276	1	0.00000905	1
03651.jpg	14	14	0.999996	17	0.00000235	15	0.000000855	1
03652.jpg	17	17	0.997478	14	0.00153179	4	0.000563535	1
03653.jpg	38	38	1	34	2.12E-09	23	1.96E-10	1
03654.jpg	3	3	0.611218	5	0.223059	2	0.136891	1
03655.jpg	3	5	0.871355	2	0.0933748	3	0.0352615	0
03656.jpg	25	25	0.999895	22	0.0000494	28	0.0000218	1
03657.jpg	25	25	0.984826	22	0.00558134	29	0.00446484	1
03658.jpg	10	10	1	5	1.53E-08	9	6.14E-09	1
03659.jpg	13	13	1	35	1.92E-14	36	2.06E-17	1
03660.jpg	8	8	0.947712	2	0.0310918	7	0.00622207	1
03661.jpg	2	2	0.999995	1	0.00000465	5	0.000000227	1
03662.jpg	18	18	0.999984	26	0.0000153	11	0.000000407	1
03663.jpg	31	31	0.998914	29	0.000424864	21	0.00028597	1
03664.jpg	14	15	0.887815	14	0.052661	38	0.0224493	0
03665.jpg	26	26	0.99999	18	0.00000843	24	0.00000185	1
03666.jpg	31	25	0.650516	22	0.288492	31	0.0480738	0
03667.jpg	14	14	1	17	3.22E-10	4	3.74E-11	1
03668.jpg	14	14	1	1	1.07E-10	15	3.06E-11	1
03669.jpg	9	9	1	10	1.76E-08	16	3.4E-10	1
03670.jpg	35	35	1	33	7.75E-09	28	3.77E-09	1
03671.jpg	3	3	0.840823	2	0.061085	5	0.0278595	1
03672.jpg	33	33	1	39	2.34E-08	35	3.37E-09	1
03673.jpg	1	1	0.999998	5	0.00000142	2	0.000000373	1
03674.jpg	14	14	1	1	2.64E-08	4	1.77E-09	1
03675.jpg	25	25	0.99998	29	0.0000181	22	0.000000555	1
03676.jpg	2	2	0.9953	5	0.00321459	1	0.00148477	1
03677.jpg	0	0	0.780371	1	0.20883	4	0.00896626	1
03678.jpg	10	10	1	9	1.73E-12	7	2.26E-13	1
03679.jpg	17	17	0.999906	14	0.0000907	4	0.00000338	1
03680.jpg	2	2	0.999997	1	0.00000254	5	0.000000207	1
03681.jpg	25	25	0.996667	29	0.00318595	21	0.0000602	1
03682.jpg	13	13	1	35	7.75E-08	36	2.21E-09	1
03683.jpg	4	4	0.998444	1	0.00155044	5	0.0000035	1
03684.jpg	39	39	0.99968	33	0.000312259	37	0.00000803	1
03685.jpg	5	5	0.960622	2	0.025106	3	0.00888122	1
03686.jpg	31	31	0.98314	29	0.0116681	23	0.00398514	1
03687.jpg	10	10	0.999526	9	0.000473947	5	0.000000157	1
03688.jpg	4	4	0.999992	1	0.00000785	5	0.000000011	1
03689.jpg	4	4	0.899574	8	0.0446215	15	0.0309059	1
03690.jpg	24	24	0.992749	27	0.00482969	29	0.00168053	1
03691.jpg	1	1	0.999392	2	0.000374561	0	0.000219215	1
03692.jpg	12	12	0.998749	9	0.000673959	11	0.000150756	1
03693.jpg	8	8	0.999347	7	0.0005298	4	0.0000951	1
03694.jpg	2	2	0.983976	1	0.015919	0	0.0000382	1
03695.jpg	41	41	0.453413	10	0.296539	9	0.12627	1
03696.jpg	4	4	0.99571	1	0.00428322	5	0.00000613	1
03697.jpg	12	12	0.999999	7	0.00000139	42	5.23E-08	1
03698.jpg	12	12	0.999999	32	0.000000998	7	0.000000393	1
03699.jpg	10	10	0.999957	3	0.0000366	9	0.00000325	1
03700.jpg	35	35	1	16	0.00000022	3	7.27E-08	1
03701.jpg	21	21	0.991154	31	0.00875846	11	0.0000187	1
03702.jpg	22	22	0.882802	31	0.0445557	17	0.0353321	1
03703.jpg	2	2	0.99926	5	0.000712325	3	0.0000159	1
03704.jpg	40	39	0.963584	4	0.0129669	40	0.0108003	0
03705.jpg	6	6	0.999975	32	0.0000153	1	0.00000884	1
03706.jpg	35	35	1	36	2.27E-08	40	3.76E-11	1
03707.jpg	3	3	0.999786	5	0.000185292	2	0.0000284	1
03708.jpg	14	14	1	15	0.000000231	29	5.36E-08	1
03709.jpg	2	2	0.999916	1	0.000059	7	0.0000124	1
03710.jpg	17	17	0.999963	14	0.0000357	4	0.000000742	1
03711.jpg	2	2	0.913334	1	0.0496655	4	0.0311786	1
03712.jpg	17	17	0.999928	14	0.0000333	2	0.0000213	1
03713.jpg	11	11	0.966404	27	0.0202338	23	0.00921295	1
03714.jpg	19	19	0.999547	23	0.000436062	31	0.00000946	1
03715.jpg	33	33	1	39	0.000000122	25	6.28E-08	1
03716.jpg	2	2	0.999942	5	0.0000575	1	0.000000202	1
03717.jpg	4	4	0.999997	1	0.00000271	7	1.21E-09	1
03718.jpg	33	33	1	39	3.38E-10	40	2.62E-14	1
03719.jpg	28	30	0.573728	20	0.244519	28	0.072398	0
03720.jpg	41	41	0.999997	9	0.00000185	42	0.000000831	1
03721.jpg	6	6	0.999767	32	0.000176297	41	0.0000386	1
03722.jpg	28	28	0.99698	20	0.00237813	30	0.000460049	1
03723.jpg	38	2	0.763036	3	0.0982717	5	0.0706487	0
03724.jpg	38	38	1	40	0.000000236	34	1.18E-08	1
03725.jpg	11	11	0.727577	23	0.069699	21	0.0628253	1
03726.jpg	7	7	0.754235	8	0.201678	4	0.0225648	1
03727.jpg	26	20	0.472723	31	0.168961	38	0.0805093	0
03728.jpg	18	18	0.998441	26	0.00154803	11	0.00000512	1
03729.jpg	10	10	0.973829	5	0.0245203	0	0.000651379	1
03730.jpg	25	25	0.999981	11	0.0000162	30	0.00000235	1
03731.jpg	13	13	0.999998	28	0.00000122	3	0.000000263	1
03732.jpg	3	5	0.6368	3	0.280273	2	0.0801804	0
03733.jpg	11	11	0.998494	21	0.000570285	1	0.000534308	1
03734.jpg	38	38	0.855589	34	0.14043	23	0.00166498	1
03735.jpg	35	35	1	36	2.65E-09	28	1.32E-10	1
03736.jpg	17	17	1	14	6.52E-08	1	3.34E-08	1
03737.jpg	22	22	0.999945	25	0.0000502	29	0.00000316	1
03738.jpg	31	31	0.973442	11	0.00750383	21	0.00438329	1
03739.jpg	18	10	0.926814	31	0.0285019	9	0.0240277	0
03740.jpg	11	11	0.999998	30	0.000000636	21	0.000000575	1
03741.jpg	25	25	0.958724	29	0.0316334	31	0.00608263	1
03742.jpg	25	25	1	30	0.000000142	22	1.03E-08	1
03743.jpg	31	31	0.999985	21	0.0000147	23	0.000000442	1
03744.jpg	12	12	0.996846	7	0.00167318	4	0.000674125	1
03745.jpg	30	30	0.929961	28	0.0308936	22	0.0293925	1
03746.jpg	28	28	0.598285	20	0.154297	23	0.0703523	1
03747.jpg	12	12	0.999983	42	0.0000165	41	0.000000346	1
03748.jpg	12	11	0.635271	12	0.132284	14	0.0902413	0
03749.jpg	31	31	0.999948	21	0.0000454	29	0.00000307	1
03750.jpg	35	35	1	36	1.41E-10	37	1.32E-10	1
03751.jpg	34	34	1	35	0.000000259	38	8.04E-09	1
03752.jpg	28	20	0.39481	31	0.265136	18	0.107483	0
03753.jpg	29	29	0.997083	28	0.00248618	26	0.000121233	1
03754.jpg	10	10	1	9	5.17E-08	16	5.88E-10	1
03755.jpg	9	9	0.994259	10	0.00572666	19	0.00000803	1
03756.jpg	13	13	0.999982	38	0.0000125	35	0.00000211	1
03757.jpg	31	31	0.994377	23	0.00187356	11	0.00149582	1
03758.jpg	10	10	0.999996	5	0.00000388	9	0.000000287	1
03759.jpg	1	1	0.957908	2	0.0275252	4	0.00386623	1
03760.jpg	10	10	0.999987	9	0.00000733	5	0.00000336	1
03761.jpg	6	32	0.470369	42	0.326743	5	0.150402	0
03762.jpg	11	11	0.998766	30	0.00122693	27	0.00000529	1
03763.jpg	13	13	1	9	1.2E-09	35	1.7E-10	1
03764.jpg	38	38	1	34	0.000000112	36	8.6E-10	1
03765.jpg	4	4	1	1	0.000000425	5	9.62E-08	1
03766.jpg	13	13	0.999992	9	0.00000793	35	8.82E-08	1
03767.jpg	13	13	1	35	1.08E-09	34	1.13E-11	1
03768.jpg	7	7	0.999953	5	0.0000296	8	0.0000165	1
03769.jpg	1	1	0.999969	2	0.0000263	5	0.00000269	1
03770.jpg	18	26	0.524663	18	0.426634	24	0.0383279	0
03771.jpg	7	7	0.998591	8	0.00102188	5	0.000358193	1
03772.jpg	1	1	0.90316	2	0.0954537	0	0.000739774	1
03773.jpg	2	2	0.868588	4	0.0603177	10	0.0189142	1
03774.jpg	31	31	0.999891	21	0.00008	23	0.00000914	1
03775.jpg	11	11	0.99997	27	0.0000285	21	0.000000562	1
03776.jpg	0	0	0.783067	1	0.166575	4	0.0378559	1
03777.jpg	11	11	0.999828	30	0.000111642	21	0.0000261	1
03778.jpg	30	31	0.705374	7	0.0811498	15	0.056634	0
03779.jpg	0	0	0.809585	1	0.119468	8	0.0681487	1
03780.jpg	25	25	1	29	1.21E-09	30	1.07E-09	1
03781.jpg	18	18	0.999947	31	0.0000159	27	0.0000116	1
03782.jpg	30	30	0.386217	20	0.305358	24	0.133467	1
03783.jpg	23	23	0.967161	19	0.0135838	31	0.0100046	1
03784.jpg	1	1	0.999925	4	0.0000695	0	0.00000417	1
03785.jpg	1	1	1	2	0.000000181	4	3.08E-08	1
03786.jpg	25	25	0.999673	30	0.000243386	29	0.0000286	1
03787.jpg	13	13	0.999992	3	0.00000175	9	0.00000152	1
03788.jpg	10	10	0.999961	9	0.0000299	16	0.00000818	1
03789.jpg	37	37	0.996695	35	0.00325955	39	0.0000163	1
03790.jpg	15	15	0.998985	9	0.000962335	14	0.0000163	1
03791.jpg	5	10	0.792589	20	0.103888	8	0.0241071	0
03792.jpg	11	11	0.646877	23	0.234782	7	0.0393386	1
03793.jpg	12	12	0.999999	32	0.000000174	41	9.89E-08	1
03794.jpg	9	10	0.874284	2	0.0548183	9	0.0433115	0
03795.jpg	11	11	1	19	1.91E-09	1	2.58E-10	1
03796.jpg	5	5	0.631081	2	0.357487	3	0.00441547	1
03797.jpg	2	2	0.999448	1	0.000523231	3	0.0000247	1
03798.jpg	13	13	1	36	1.14E-10	21	9.62E-11	1
03799.jpg	30	21	0.27252	25	0.160783	11	0.13917	0
03800.jpg	25	25	1	29	0.000000255	22	5.02E-08	1
03801.jpg	9	9	0.999641	10	0.000357658	16	0.00000122	1
03802.jpg	5	5	0.999324	2	0.000650164	3	0.0000248	1
03803.jpg	13	13	1	10	6.17E-08	35	1.28E-08	1
03804.jpg	20	23	0.695957	30	0.136422	28	0.10505	0
03805.jpg	3	5	0.996701	3	0.0030261	2	0.000220904	0
03806.jpg	11	11	0.813846	18	0.167498	30	0.0174648	1
03807.jpg	10	10	1	9	2.08E-10	16	2.68E-13	1
03808.jpg	10	10	1	9	7.99E-09	16	2.21E-10	1
03809.jpg	14	14	0.999964	15	0.0000311	1	0.00000298	1
03810.jpg	1	1	0.998978	2	0.000949465	5	0.0000723	1
03811.jpg	25	25	0.999937	20	0.0000452	29	0.0000167	1
03812.jpg	3	3	0.99925	5	0.000678165	2	0.0000713	1
03813.jpg	10	10	1	5	4.06E-09	9	1.1E-09	1
03814.jpg	13	13	0.999995	17	0.00000455	36	7.77E-08	1
03815.jpg	35	35	1	33	0.000000236	10	3.12E-10	1
03816.jpg	18	18	0.993331	26	0.00665594	27	0.00000861	1
03817.jpg	18	26	0.952338	18	0.0457921	27	0.000758888	0
03818.jpg	10	10	1	5	8.38E-08	9	3.12E-09	1
03819.jpg	4	4	0.881896	31	0.0548324	17	0.0122172	1
03820.jpg	26	26	0.791557	28	0.0894074	22	0.0598787	1
03821.jpg	28	28	0.999997	11	0.000001	27	0.000000976	1
03822.jpg	15	4	0.519373	15	0.283958	38	0.0970268	0
03823.jpg	17	17	0.999999	14	0.000000489	22	0.000000387	1
03824.jpg	17	17	1	14	8.07E-09	13	1.23E-09	1
03825.jpg	14	14	0.999944	15	0.0000329	1	0.0000141	1
03826.jpg	35	35	1	34	1.31E-08	33	7.27E-09	1
03827.jpg	12	12	0.999999	2	0.000000481	29	0.000000112	1
03828.jpg	7	7	0.792076	8	0.207508	1	0.000347896	1
03829.jpg	38	38	0.999878	34	0.000121099	3	0.000000192	1
03830.jpg	1	1	0.998961	4	0.000957987	0	0.0000764	1
03831.jpg	1	2	0.455325	1	0.355684	8	0.054927	0
03832.jpg	41	41	0.999958	9	0.0000413	10	0.00000034	1
03833.jpg	7	8	0.608547	7	0.321473	5	0.061431	0
03834.jpg	5	2	0.411334	5	0.291354	7	0.162012	0
03835.jpg	20	20	0.99636	23	0.00233132	28	0.000844127	1
03836.jpg	1	1	0.944577	0	0.0537829	5	0.000492739	1
03837.jpg	6	12	0.641143	42	0.225728	41	0.0409338	0
03838.jpg	2	2	0.989548	1	0.00643699	5	0.00274136	1
03839.jpg	2	2	0.999982	1	0.0000161	5	0.00000103	1
03840.jpg	23	23	0.662418	31	0.131042	20	0.122724	1
03841.jpg	11	11	0.89602	23	0.0409228	30	0.029873	1
03842.jpg	12	12	1	40	0.000000278	9	0.0000002	1
03843.jpg	1	1	0.916906	5	0.0794784	4	0.0018571	1
03844.jpg	13	13	0.99929	3	0.00026762	35	0.000158416	1
03845.jpg	35	35	1	29	0.000000303	36	8.15E-08	1
03846.jpg	15	15	0.999129	2	0.000687068	29	0.0000915	1
03847.jpg	25	25	0.999917	22	0.0000503	31	0.0000177	1
03848.jpg	10	10	0.996879	4	0.00235692	5	0.00042209	1
03849.jpg	38	38	0.999964	34	0.0000288	32	0.00000289	1
03850.jpg	5	2	0.491863	5	0.481522	3	0.0229965	0
03851.jpg	28	28	0.999901	23	0.0000443	19	0.0000396	1
03852.jpg	9	9	0.745188	10	0.25478	3	0.0000107	1
03853.jpg	34	34	0.945916	38	0.0540538	32	0.0000194	1
03854.jpg	1	1	0.996527	2	0.00235498	4	0.000627003	1
03855.jpg	38	38	0.999998	34	0.00000205	8	1.37E-08	1
03856.jpg	9	9	0.999987	10	0.0000134	16	0.000000025	1
03857.jpg	5	8	0.747729	3	0.135805	10	0.0456257	0
03858.jpg	4	4	0.956362	1	0.0223941	5	0.0195957	1
03859.jpg	16	16	0.99992	7	0.0000787	10	0.000000714	1
03860.jpg	25	25	0.425738	30	0.25146	11	0.208077	1
03861.jpg	23	23	0.999985	19	0.0000135	31	0.00000131	1
03862.jpg	10	10	0.999935	9	0.0000636	5	0.00000117	1
03863.jpg	0	0	0.510122	8	0.272024	1	0.147341	1
03864.jpg	39	39	0.987552	33	0.0113376	40	0.000840828	1
03865.jpg	12	12	0.999996	42	0.00000209	40	0.00000122	1
03866.jpg	10	10	0.999891	5	0.0000931	9	0.0000129	1
03867.jpg	41	41	0.999754	9	0.000198509	10	0.0000237	1
03868.jpg	25	25	0.999998	30	0.00000221	22	0.00000016	1
03869.jpg	33	33	1	39	2.64E-08	35	3.22E-10	1
03870.jpg	15	15	0.99998	1	0.00000763	4	0.00000734	1
03871.jpg	33	33	0.999562	40	0.000417348	39	0.0000102	1
03872.jpg	25	25	0.999998	22	0.00000167	31	5.79E-08	1
03873.jpg	27	27	0.619594	11	0.292607	19	0.0360885	1
03874.jpg	7	7	0.988803	8	0.0110015	5	0.000127422	1
03875.jpg	13	13	1	35	5.13E-10	9	2.11E-10	1
03876.jpg	11	11	0.999819	30	0.000178671	21	0.00000186	1
03877.jpg	1	1	0.999153	5	0.000746619	2	0.0000999	1
03878.jpg	1	1	0.993731	2	0.00561076	5	0.000643438	1
03879.jpg	7	4	0.483528	8	0.251962	7	0.233541	0
03880.jpg	28	28	0.995751	20	0.00191052	11	0.000692372	1
03881.jpg	17	17	0.999999	14	0.00000067	1	0.000000544	1
03882.jpg	12	12	1	7	4.02E-08	40	8.53E-09	1
03883.jpg	7	7	0.694332	8	0.30556	1	0.0000417	1
03884.jpg	12	12	0.999983	7	0.00000915	41	0.00000331	1
03885.jpg	31	31	0.959035	26	0.0143978	11	0.0130003	1
03886.jpg	5	2	0.662751	5	0.18036	1	0.156723	0
03887.jpg	38	38	0.999946	35	0.0000398	34	0.0000128	1
03888.jpg	13	13	0.999998	35	0.00000165	15	0.000000218	1
03889.jpg	24	24	0.998922	19	0.000582704	27	0.000214499	1
03890.jpg	13	13	1	9	0.000000263	15	4.27E-09	1
03891.jpg	14	14	0.999998	17	0.00000103	1	0.000000667	1
03892.jpg	10	10	1	5	0.0000002	7	2.22E-09	1
03893.jpg	1	1	0.980628	2	0.0150609	5	0.00360819	1
03894.jpg	25	25	0.991153	22	0.00670171	21	0.00132805	1
03895.jpg	5	5	0.996409	2	0.00339751	3	0.000185994	1
03896.jpg	22	22	0.981887	26	0.0154723	29	0.000608521	1
03897.jpg	1	1	0.999227	2	0.000771944	4	0.0000006	1
03898.jpg	15	15	0.902888	2	0.0400386	8	0.0284016	1
03899.jpg	8	8	0.999405	7	0.000592785	4	0.00000169	1
03900.jpg	1	1	0.999988	5	0.0000105	4	0.00000121	1
03901.jpg	25	25	0.990035	31	0.00410566	29	0.00244443	1
03902.jpg	13	13	0.999999	35	0.00000078	34	2.89E-09	1
03903.jpg	12	12	0.999989	32	0.00000594	41	0.00000194	1
03904.jpg	28	24	0.902445	30	0.059295	28	0.0190323	0
03905.jpg	41	41	0.999988	9	0.00000861	42	0.00000227	1
03906.jpg	38	38	0.999861	36	0.0000806	34	0.0000578	1
03907.jpg	17	17	0.967497	12	0.0137054	2	0.00522701	1
03908.jpg	7	7	0.792629	8	0.175185	4	0.0287678	1
03909.jpg	33	33	1	39	7.63E-11	40	1.61E-12	1
03910.jpg	38	38	1	34	2.36E-09	32	3.92E-11	1
03911.jpg	3	5	0.644498	3	0.19541	2	0.0523564	0
03912.jpg	28	28	0.99996	11	0.0000186	30	0.00000727	1
03913.jpg	35	35	1	37	3.7E-10	36	1.23E-11	1
03914.jpg	4	4	0.999984	1	0.00000658	8	0.00000575	1
03915.jpg	4	4	0.999795	1	0.000201038	5	0.0000017	1
03916.jpg	2	2	0.999465	5	0.000409378	1	0.000125004	1
03917.jpg	31	31	0.999979	21	0.0000211	19	0.000000177	1
03918.jpg	16	16	0.999968	10	0.0000199	9	0.00000983	1
03919.jpg	12	12	0.999988	40	0.0000079	2	0.00000392	1
03920.jpg	12	12	0.999208	40	0.000185346	11	0.000144363	1
03921.jpg	12	12	0.999992	42	0.00000353	40	0.00000207	1
03922.jpg	0	1	0.564803	0	0.368653	4	0.0357795	0
03923.jpg	2	2	0.990716	3	0.00776381	5	0.00107832	1
03924.jpg	9	9	0.999978	10	0.0000223	16	3.62E-08	1
03925.jpg	4	4	1	1	7.87E-08	5	4.54E-09	1
03926.jpg	20	20	0.279362	28	0.273417	23	0.197576	1
03927.jpg	31	31	0.999799	21	0.000181782	19	0.0000165	1
03928.jpg	7	8	0.954201	7	0.0360583	4	0.00693136	0
03929.jpg	4	4	0.999996	1	0.00000352	5	9.15E-09	1
03930.jpg	8	8	0.748276	2	0.143554	4	0.0575152	1
03931.jpg	9	9	0.818877	10	0.180173	5	0.000473727	1
03932.jpg	35	35	1	36	3.36E-08	9	4.73E-09	1
03933.jpg	13	13	1	9	7.01E-10	29	6.02E-10	1
03934.jpg	9	9	0.99997	10	0.0000247	23	0.00000312	1
03935.jpg	38	38	0.99996	40	0.0000396	39	0.000000377	1
03936.jpg	12	12	0.861813	29	0.119139	9	0.00621527	1
03937.jpg	7	7	0.683022	4	0.198816	1	0.0523141	1
03938.jpg	32	32	0.993109	41	0.00463466	6	0.00186652	1
03939.jpg	9	9	0.996873	10	0.00306383	19	0.0000287	1
03940.jpg	11	11	0.881247	30	0.11489	27	0.0021411	1
03941.jpg	7	7	0.897672	5	0.0573819	4	0.00988354	1
03942.jpg	5	5	0.999976	2	0.0000231	4	0.000000411	1
03943.jpg	13	13	1	35	5.96E-10	3	3.6E-11	1
03944.jpg	7	4	0.462956	7	0.262746	8	0.236569	0
03945.jpg	12	12	1	7	1.35E-08	40	5.02E-09	1
03946.jpg	11	11	0.999887	30	0.0000535	21	0.0000267	1
03947.jpg	1	1	0.999987	2	0.00000821	0	0.00000263	1
03948.jpg	25	25	0.999991	29	0.00000323	31	0.00000214	1
03949.jpg	12	12	0.999917	40	0.000067	1	0.00000567	1
03950.jpg	4	4	0.999999	1	0.000000776	5	3.63E-08	1
03951.jpg	17	17	1	9	7.96E-08	14	2.25E-08	1
03952.jpg	6	6	0.98359	42	0.0151059	32	0.00108598	1
03953.jpg	38	38	0.967215	34	0.0102011	3	0.00879483	1
03954.jpg	38	38	1	36	6.45E-10	34	4.53E-10	1
03955.jpg	12	12	0.96771	6	0.0278781	1	0.0014342	1
03956.jpg	31	31	0.99999	21	0.00000983	19	3.07E-08	1
03957.jpg	6	6	0.999759	32	0.000209191	5	0.0000194	1
03958.jpg	22	28	0.672039	22	0.268317	31	0.0134949	0
03959.jpg	4	4	0.999777	1	0.000209396	7	0.000013	1
03960.jpg	18	10	0.957778	9	0.0358313	31	0.00294912	0
03961.jpg	15	15	0.992215	8	0.00531928	4	0.00130116	1
03962.jpg	1	1	0.998015	2	0.00173249	4	0.0001873	1
03963.jpg	8	8	0.99531	7	0.00280058	5	0.000752296	1
03964.jpg	40	40	1	8	0.000000335	34	2.19E-08	1
03965.jpg	26	26	0.994351	18	0.00333804	27	0.0019455	1
03966.jpg	9	9	1	10	0.000000272	16	1.99E-10	1
03967.jpg	3	3	0.986738	5	0.0126498	2	0.000612245	1
03968.jpg	40	40	0.999884	0	0.0000654	37	0.0000148	1
03969.jpg	13	13	1	35	5.43E-09	34	6.31E-11	1
03970.jpg	8	8	0.723641	7	0.276212	4	0.000127247	1
03971.jpg	34	34	0.999956	38	0.0000442	32	9.09E-10	1
03972.jpg	17	17	0.999995	14	0.00000368	4	0.0000016	1
03973.jpg	36	36	0.998659	38	0.00133828	34	0.00000236	1
03974.jpg	12	12	0.999947	7	0.0000432	41	0.00000721	1
03975.jpg	40	40	0.984699	39	0.00454809	37	0.00365757	1
03976.jpg	38	38	0.99993	4	0.0000262	5	0.0000183	1
03977.jpg	4	4	0.999637	1	0.000287549	7	0.0000419	1
03978.jpg	31	31	0.974072	21	0.0184554	22	0.00474674	1
03979.jpg	35	35	0.999165	3	0.000246065	16	0.00023797	1
03980.jpg	31	31	0.999627	8	0.0002356	23	0.000123457	1
03981.jpg	18	11	0.434898	18	0.265705	10	0.0507247	0
03982.jpg	13	13	1	35	5.06E-08	9	6.25E-09	1
03983.jpg	25	25	0.999646	30	0.000174136	20	0.0000732	1
03984.jpg	1	1	0.998886	8	0.00103308	4	0.0000544	1
03985.jpg	1	1	0.99999	2	0.00000342	0	0.00000286	1
03986.jpg	17	17	1	14	3.89E-11	13	1.23E-11	1
03987.jpg	31	31	0.999999	21	0.000000916	23	1.57E-08	1
03988.jpg	16	16	0.910075	9	0.0836967	23	0.00313472	1
03989.jpg	10	10	0.999987	5	0.00000639	7	0.00000434	1
03990.jpg	12	12	1	40	5.6E-09	41	3.93E-09	1
03991.jpg	42	42	0.88195	41	0.113972	32	0.00269664	1
03992.jpg	9	9	0.98319	10	0.0164954	5	0.000190122	1
03993.jpg	39	39	0.999993	33	0.00000702	40	4.07E-10	1
03994.jpg	35	35	0.999999	36	0.000000643	34	1.32E-08	1
