Index,ClassId,PredictClass,Correction,Prob,,,,,,
02270.jpg,12,12,1,0.963467,,,,,,
02271.jpg,13,13,1,0.999971,,,,,,
02272.jpg,4,4,1,0.883737,,,,,,
02273.jpg,16,16,1,1,,,,,,
02274.jpg,20,20,1,0.999001,,,,,,
02275.jpg,12,12,1,0.999965,,,,,,
02276.jpg,25,25,1,0.99984,,,,,,
02277.jpg,10,10,1,0.999851,,,,,,
02278.jpg,1,1,1,0.999997,,,,,,
02279.jpg,7,7,1,0.999735,,,,,,
02280.jpg,38,38,1,0.999371,,,,,,
02281.jpg,5,5,1,0.330987,,,,,,
02282.jpg,13,13,1,0.999942,,,,,,
02283.jpg,9,9,1,1,,,,,,
02284.jpg,4,4,1,0.999983,,,,,,
02285.jpg,38,38,1,1,,,,,,
02286.jpg,10,10,1,0.999883,,,,,,
02287.jpg,17,17,1,0.999716,,,,,,
02288.jpg,30,30,1,0.95947,,,,,,
02289.jpg,13,13,1,0.993437,,,,,,
02290.jpg,1,1,1,0.999673,,,,,,
02291.jpg,14,14,1,0.989486,,,,,,
02292.jpg,10,10,1,0.999965,,,,,,
02293.jpg,10,10,1,0.999998,,,,,,
02294.jpg,33,33,1,1,,,,,,
02295.jpg,2,2,1,0.988152,,,,,,
02296.jpg,13,13,1,1,,,,,,
02297.jpg,2,2,1,0.999942,,,,,,
02298.jpg,7,7,1,0.999951,,,,,,
02299.jpg,36,36,1,0.999979,,,,,,
02300.jpg,6,42,0,0.930251,,,,,,
02301.jpg,1,1,1,0.999989,,,,,,
02302.jpg,12,12,1,0.995714,,,,,,
02303.jpg,17,17,1,1,,,,,,
02304.jpg,17,17,1,1,,,,,,
02305.jpg,1,1,1,0.961999,,,,,,
02306.jpg,4,4,1,0.946915,,,,,,
02307.jpg,1,1,1,0.933287,,,,,,
02308.jpg,34,34,1,0.999987,,,,,,
02309.jpg,3,3,1,0.670865,,,,,,
02310.jpg,5,3,0,0.521092,,,,,,
02311.jpg,35,35,1,0.931195,,,,,,
02312.jpg,1,1,1,0.991897,,,,,,
02313.jpg,1,1,1,1,,,,,,
02314.jpg,4,4,1,0.999978,,,,,,
02315.jpg,13,13,1,1,,,,,,
02316.jpg,21,31,0,0.649733,,,,,,
02317.jpg,25,25,1,0.97428,,,,,,
02318.jpg,3,5,0,0.758476,,,,,,
02319.jpg,7,7,1,0.998915,,,,,,
02320.jpg,5,5,1,0.992064,,,,,,
02321.jpg,3,3,1,0.992805,,,,,,
02322.jpg,7,7,1,0.972087,,,,,,
02323.jpg,2,2,1,0.974047,,,,,,
02324.jpg,5,5,1,0.900578,,,,,,
02325.jpg,15,15,1,0.990863,,,,,,
02326.jpg,19,19,1,0.970482,,,,,,
02327.jpg,2,2,1,0.87854,,,,,,
02328.jpg,10,10,1,0.99998,,,,,,
02329.jpg,14,14,1,1,,,,,,
02330.jpg,28,28,1,0.971004,,,,,,
02331.jpg,38,38,1,1,,,,,,
02332.jpg,42,42,1,0.445251,,,,,,
02333.jpg,36,36,1,0.999995,,,,,,
02334.jpg,17,17,1,0.998369,,,,,,
02335.jpg,1,2,0,0.771358,,,,,,
02336.jpg,5,1,0,0.763106,,,,,,
02337.jpg,38,38,1,1,,,,,,
02338.jpg,8,8,1,1,,,,,,
02339.jpg,16,16,1,0.999949,,,,,,
02340.jpg,7,8,0,0.838018,,,,,,
02341.jpg,13,13,1,1,,,,,,
02342.jpg,18,31,0,0.921763,,,,,,
02343.jpg,1,1,1,0.99706,,,,,,
02344.jpg,25,25,1,0.9999,,,,,,
02345.jpg,32,32,1,0.991358,,,,,,
02346.jpg,5,5,1,0.963071,,,,,,
02347.jpg,29,29,1,0.986796,,,,,,
02348.jpg,4,4,1,0.500204,,,,,,
02349.jpg,13,13,1,0.999297,,,,,,
02350.jpg,35,35,1,1,,,,,,
02351.jpg,33,33,1,0.999982,,,,,,
02352.jpg,5,5,1,0.973702,,,,,,
02353.jpg,4,2,0,0.493408,,,,,,
02354.jpg,10,20,0,0.643193,,,,,,
02355.jpg,18,18,1,0.999989,,,,,,
02356.jpg,1,1,1,0.712956,,,,,,
02357.jpg,11,11,1,0.887748,,,,,,
02358.jpg,33,33,1,1,,,,,,
02359.jpg,10,10,1,0.901631,,,,,,
02360.jpg,30,30,1,0.580125,,,,,,
02361.jpg,30,30,1,0.964294,,,,,,
02362.jpg,5,5,1,0.538371,,,,,,
02363.jpg,31,31,1,0.992073,,,,,,
02364.jpg,12,12,1,0.999572,,,,,,
02365.jpg,2,2,1,0.999999,,,,,,
02366.jpg,2,2,1,0.984172,,,,,,
02367.jpg,1,1,1,0.978156,,,,,,
02368.jpg,8,8,1,0.987305,,,,,,
02369.jpg,13,13,1,0.999913,,,,,,
02370.jpg,21,19,0,0.609626,,,,,,
02371.jpg,2,2,1,0.99982,,,,,,
02372.jpg,1,1,1,0.69361,,,,,,
02373.jpg,25,25,1,0.999978,,,,,,
02374.jpg,8,8,1,0.612464,,,,,,
02375.jpg,33,33,1,1,,,,,,
02376.jpg,4,12,0,0.53013,,,,,,
02377.jpg,17,17,1,1,,,,,,
02378.jpg,25,25,1,0.35388,,,,,,
02379.jpg,12,12,1,0.999529,,,,,,
02380.jpg,26,18,0,0.700631,,,,,,
02381.jpg,11,11,1,0.987625,,,,,,
02382.jpg,2,2,1,0.999868,,,,,,
02383.jpg,7,7,1,0.862627,,,,,,
02384.jpg,22,22,1,0.989333,,,,,,
02385.jpg,10,10,1,0.997851,,,,,,
02386.jpg,4,4,1,0.5806,,,,,,
02387.jpg,25,25,1,1,,,,,,
02388.jpg,31,31,1,0.959582,,,,,,
02389.jpg,10,10,1,0.999954,,,,,,
02390.jpg,18,18,1,0.999747,,,,,,
02391.jpg,1,1,1,0.999941,,,,,,
02392.jpg,11,11,1,0.999911,,,,,,
02393.jpg,17,17,1,0.993768,,,,,,
02394.jpg,7,5,0,0.775796,,,,,,
02395.jpg,2,2,1,0.999969,,,,,,
02396.jpg,24,24,1,0.932899,,,,,,
02397.jpg,3,5,0,0.715723,,,,,,
02398.jpg,7,7,1,0.714881,,,,,,
02399.jpg,5,5,1,0.939495,,,,,,
02400.jpg,28,28,1,0.987944,,,,,,
02401.jpg,12,12,1,0.999948,,,,,,
02402.jpg,8,8,1,0.93316,,,,,,
02403.jpg,23,23,1,0.999998,,,,,,
02404.jpg,38,38,1,1,,,,,,
02405.jpg,1,1,1,0.986701,,,,,,
02406.jpg,34,34,1,0.999993,,,,,,
02407.jpg,23,23,1,0.901707,,,,,,
02408.jpg,2,2,1,0.739083,,,,,,
02409.jpg,8,8,1,0.99918,,,,,,
02410.jpg,38,38,1,1,,,,,,
02411.jpg,9,9,1,0.999642,,,,,,
02412.jpg,38,38,1,0.99996,,,,,,
02413.jpg,8,8,1,0.999879,,,,,,
02414.jpg,25,25,1,0.999987,,,,,,
02415.jpg,13,13,1,0.999998,,,,,,
02416.jpg,38,38,1,0.960837,,,,,,
02417.jpg,13,13,1,0.999999,,,,,,
02418.jpg,4,4,1,0.999997,,,,,,
02419.jpg,31,31,1,0.997999,,,,,,
02420.jpg,12,12,1,1,,,,,,
02421.jpg,8,8,1,0.999991,,,,,,
02422.jpg,31,31,1,0.999999,,,,,,
02423.jpg,22,22,1,0.99889,,,,,,
02424.jpg,6,6,1,0.999813,,,,,,
02425.jpg,18,12,0,0.42694,,,,,,
02426.jpg,10,10,1,0.999979,,,,,,
02427.jpg,33,33,1,0.538659,,,,,,
02428.jpg,5,39,0,0.367722,,,,,,
02429.jpg,1,1,1,0.999999,,,,,,
02430.jpg,4,4,1,0.999999,,,,,,
02431.jpg,12,12,1,1,,,,,,
02432.jpg,35,35,1,1,,,,,,
02433.jpg,25,25,1,0.999791,,,,,,
02434.jpg,5,1,0,0.452917,,,,,,
02435.jpg,11,11,1,0.995765,,,,,,
02436.jpg,13,13,1,0.998628,,,,,,
02437.jpg,7,7,1,0.999544,,,,,,
02438.jpg,14,14,1,0.999997,,,,,,
02439.jpg,8,8,1,0.977221,,,,,,
02440.jpg,11,11,1,0.999582,,,,,,
02441.jpg,1,11,0,0.420219,,,,,,
02442.jpg,11,11,1,0.668322,,,,,,
02443.jpg,17,17,1,1,,,,,,
02444.jpg,35,35,1,0.999999,,,,,,
02445.jpg,4,4,1,0.982758,,,,,,
02446.jpg,26,18,0,0.758634,,,,,,
02447.jpg,6,6,1,0.999936,,,,,,
02448.jpg,19,19,1,0.997911,,,,,,
02449.jpg,9,9,1,0.999999,,,,,,
02450.jpg,11,11,1,0.70871,,,,,,
02451.jpg,35,35,1,1,,,,,,
02452.jpg,38,38,1,0.988159,,,,,,
02453.jpg,25,25,1,1,,,,,,
02454.jpg,2,2,1,0.998466,,,,,,
02455.jpg,9,9,1,0.999996,,,,,,
02456.jpg,13,13,1,0.999999,,,,,,
02457.jpg,2,2,1,0.761991,,,,,,
02458.jpg,13,13,1,0.999998,,,,,,
02459.jpg,18,18,1,0.920076,,,,,,
02460.jpg,11,11,1,0.949732,,,,,,
02461.jpg,38,38,1,0.969054,,,,,,
02462.jpg,10,10,1,0.980127,,,,,,
02463.jpg,2,2,1,0.999997,,,,,,
02464.jpg,9,9,1,0.994391,,,,,,
02465.jpg,12,12,1,0.999999,,,,,,
02466.jpg,2,2,1,0.992944,,,,,,
02467.jpg,9,9,1,0.999989,,,,,,
02468.jpg,5,5,1,0.926684,,,,,,
02469.jpg,1,1,1,0.999954,,,,,,
02470.jpg,10,5,0,0.633208,,,,,,
02471.jpg,25,25,1,0.999999,,,,,,
02472.jpg,2,1,0,0.939448,,,,,,
02473.jpg,38,38,1,1,,,,,,
02474.jpg,16,16,1,1,,,,,,
02475.jpg,38,38,1,1,,,,,,
02476.jpg,23,23,1,0.523753,,,,,,
02477.jpg,12,12,1,0.999994,,,,,,
02478.jpg,12,12,1,0.998689,,,,,,
02479.jpg,31,10,0,0.523813,,,,,,
02480.jpg,6,6,1,0.896668,,,,,,
02481.jpg,11,30,0,0.910906,,,,,,
02482.jpg,25,30,0,0.879122,,,,,,
02483.jpg,17,17,1,1,,,,,,
02484.jpg,25,25,1,1,,,,,,
02485.jpg,36,36,1,0.999998,,,,,,
02486.jpg,9,9,1,0.992908,,,,,,
02487.jpg,40,40,1,0.999948,,,,,,
02488.jpg,13,13,1,1,,,,,,
02489.jpg,25,25,1,1,,,,,,
02490.jpg,4,4,1,0.935006,,,,,,
02491.jpg,9,9,1,1,,,,,,
02492.jpg,22,22,1,0.999997,,,,,,
02493.jpg,2,2,1,0.999819,,,,,,
02494.jpg,2,1,0,0.989379,,,,,,
02495.jpg,13,13,1,1,,,,,,
02496.jpg,3,3,1,0.97772,,,,,,
02497.jpg,4,4,1,0.998589,,,,,,
02498.jpg,38,38,1,1,,,,,,
02499.jpg,12,12,1,1,,,,,,
02500.jpg,32,32,1,0.910991,,,,,,
02501.jpg,12,12,1,0.999792,,,,,,
02502.jpg,23,23,1,0.980762,,,,,,
02503.jpg,39,39,1,0.902784,,,,,,
02504.jpg,35,35,1,1,,,,,,
02505.jpg,31,31,1,0.995924,,,,,,
02506.jpg,40,40,1,0.984885,,,,,,
02507.jpg,2,2,1,0.999152,,,,,,
02508.jpg,9,9,1,0.997942,,,,,,
02509.jpg,5,4,0,0.507932,,,,,,
02510.jpg,8,8,1,0.999656,,,,,,
02511.jpg,20,20,1,0.996628,,,,,,
02512.jpg,5,5,1,0.699594,,,,,,
02513.jpg,9,9,1,1,,,,,,
02514.jpg,2,2,1,0.999467,,,,,,
02515.jpg,11,11,1,0.99999,,,,,,
02516.jpg,12,12,1,1,,,,,,
02517.jpg,29,29,1,0.428133,,,,,,
02518.jpg,17,17,1,0.831474,,,,,,
02519.jpg,8,8,1,0.988137,,,,,,
02520.jpg,3,3,1,0.965497,,,,,,
02521.jpg,15,15,1,0.999995,,,,,,
02522.jpg,3,3,1,0.699458,,,,,,
02523.jpg,13,13,1,1,,,,,,
02524.jpg,10,10,1,0.727458,,,,,,
02525.jpg,13,13,1,1,,,,,,
02526.jpg,4,4,1,0.999581,,,,,,
02527.jpg,1,1,1,0.996948,,,,,,
02528.jpg,25,25,1,0.999997,,,,,,
02529.jpg,5,2,0,0.45643,,,,,,
02530.jpg,26,26,1,1,,,,,,
02531.jpg,25,25,1,0.926584,,,,,,
02532.jpg,10,10,1,0.988691,,,,,,
02533.jpg,1,1,1,0.999959,,,,,,
02534.jpg,8,8,1,0.996517,,,,,,
02535.jpg,40,40,1,0.986826,,,,,,
02536.jpg,9,9,1,0.99998,,,,,,
02537.jpg,10,10,1,0.999993,,,,,,
02538.jpg,3,3,1,0.69051,,,,,,
02539.jpg,25,25,1,0.999974,,,,,,
02540.jpg,25,25,1,1,,,,,,
02541.jpg,12,12,1,1,,,,,,
02542.jpg,10,10,1,0.999999,,,,,,
02543.jpg,13,13,1,1,,,,,,
02544.jpg,39,39,1,0.999998,,,,,,
02545.jpg,17,17,1,0.997827,,,,,,
02546.jpg,7,7,1,0.87206,,,,,,
02547.jpg,17,17,1,1,,,,,,
02548.jpg,9,9,1,1,,,,,,
02549.jpg,12,12,1,0.99992,,,,,,
02550.jpg,1,1,1,0.8631,,,,,,
02551.jpg,9,9,1,0.999993,,,,,,
02552.jpg,10,10,1,1,,,,,,
02553.jpg,4,4,1,0.999879,,,,,,
02554.jpg,9,9,1,0.980231,,,,,,
02555.jpg,18,18,1,0.968476,,,,,,
02556.jpg,7,7,1,0.99943,,,,,,
02557.jpg,4,4,1,0.999999,,,,,,
02558.jpg,1,1,1,0.999789,,,,,,
02559.jpg,23,19,0,0.350118,,,,,,
02560.jpg,2,2,1,0.999998,,,,,,
02561.jpg,4,4,1,0.848511,,,,,,
02562.jpg,35,35,1,0.99998,,,,,,
02563.jpg,11,11,1,0.989525,,,,,,
02564.jpg,9,9,1,0.998878,,,,,,
02565.jpg,5,5,1,0.906155,,,,,,
02566.jpg,2,2,1,0.999964,,,,,,
02567.jpg,7,7,1,0.999747,,,,,,
02568.jpg,25,25,1,0.997291,,,,,,
02569.jpg,14,14,1,0.999979,,,,,,
02570.jpg,26,26,1,0.999562,,,,,,
02571.jpg,23,23,1,0.999337,,,,,,
02572.jpg,5,5,1,0.999965,,,,,,
02573.jpg,18,18,1,0.997226,,,,,,
02574.jpg,2,2,1,0.999947,,,,,,
02575.jpg,29,29,1,0.980291,,,,,,
02576.jpg,25,25,1,0.999864,,,,,,
02577.jpg,4,36,0,0.375805,,,,,,
02578.jpg,22,22,1,1,,,,,,
02579.jpg,12,12,1,0.999998,,,,,,
02580.jpg,1,1,1,1,,,,,,
02581.jpg,14,14,1,0.999284,,,,,,
02582.jpg,34,34,1,0.999895,,,,,,
02583.jpg,33,33,1,1,,,,,,
02584.jpg,19,19,1,0.902249,,,,,,
02585.jpg,2,2,1,0.975722,,,,,,
02586.jpg,12,12,1,0.998924,,,,,,
02587.jpg,9,9,1,0.99982,,,,,,
02588.jpg,17,17,1,1,,,,,,
02589.jpg,26,26,1,0.768316,,,,,,
02590.jpg,13,13,1,1,,,,,,
02591.jpg,14,14,1,1,,,,,,
02592.jpg,3,3,1,0.994945,,,,,,
02593.jpg,2,2,1,1,,,,,,
02594.jpg,2,2,1,0.999809,,,,,,
02595.jpg,5,5,1,0.998575,,,,,,
02596.jpg,17,17,1,1,,,,,,
02597.jpg,25,25,1,0.999921,,,,,,
02598.jpg,17,17,1,0.970381,,,,,,
02599.jpg,30,30,1,0.503054,,,,,,
02600.jpg,30,30,1,0.683025,,,,,,
02601.jpg,38,38,1,0.945424,,,,,,
02602.jpg,35,35,1,0.999996,,,,,,
02603.jpg,4,4,1,0.996365,,,,,,
02604.jpg,2,2,1,0.916885,,,,,,
02605.jpg,2,2,1,0.989524,,,,,,
02606.jpg,28,28,1,0.997638,,,,,,
02607.jpg,33,33,1,1,,,,,,
02608.jpg,33,33,1,1,,,,,,
02609.jpg,33,33,1,1,,,,,,
02610.jpg,27,27,1,0.97505,,,,,,
02611.jpg,24,24,1,0.996451,,,,,,
02612.jpg,25,25,1,0.999937,,,,,,
02613.jpg,9,9,1,0.997806,,,,,,
02614.jpg,16,16,1,1,,,,,,
02615.jpg,12,12,1,0.999423,,,,,,
02616.jpg,1,1,1,0.997486,,,,,,
02617.jpg,5,5,1,0.985204,,,,,,
02618.jpg,34,34,1,0.995104,,,,,,
02619.jpg,10,10,1,0.959729,,,,,,
02620.jpg,25,25,1,1,,,,,,
02621.jpg,25,25,1,1,,,,,,
02622.jpg,35,35,1,1,,,,,,
02623.jpg,5,5,1,0.859097,,,,,,
02624.jpg,13,13,1,1,,,,,,
02625.jpg,5,5,1,0.920635,,,,,,
02626.jpg,7,4,0,0.402492,,,,,,
02627.jpg,4,4,1,0.999856,,,,,,
02628.jpg,34,34,1,1,,,,,,
02629.jpg,15,15,1,0.999769,,,,,,
02630.jpg,7,7,1,0.923738,,,,,,
02631.jpg,13,13,1,1,,,,,,
02632.jpg,1,4,0,0.555789,,,,,,
02633.jpg,23,23,1,0.9996,,,,,,
02634.jpg,35,35,1,1,,,,,,
02635.jpg,5,2,0,0.350854,,,,,,
02636.jpg,13,13,1,1,,,,,,
02637.jpg,5,3,0,0.496218,,,,,,
02638.jpg,28,28,1,0.981414,,,,,,
02639.jpg,13,13,1,1,,,,,,
02640.jpg,12,12,1,0.999742,,,,,,
02641.jpg,11,11,1,0.999993,,,,,,
02642.jpg,25,25,1,0.999921,,,,,,
02643.jpg,34,34,1,0.999962,,,,,,
02644.jpg,10,10,1,0.983004,,,,,,
02645.jpg,3,3,1,0.803956,,,,,,
02646.jpg,5,5,1,0.984894,,,,,,
02647.jpg,31,31,1,0.99989,,,,,,
02648.jpg,11,11,1,0.942741,,,,,,
02649.jpg,11,30,0,0.607298,,,,,,
02650.jpg,37,37,1,0.984764,,,,,,
02651.jpg,12,12,1,1,,,,,,
02652.jpg,25,25,1,0.998101,,,,,,
02653.jpg,9,9,1,0.997304,,,,,,
02654.jpg,13,13,1,0.999996,,,,,,
02655.jpg,30,30,1,0.977691,,,,,,
02656.jpg,25,25,1,0.997946,,,,,,
02657.jpg,25,25,1,1,,,,,,
02658.jpg,12,12,1,0.99428,,,,,,
02659.jpg,12,12,1,0.612521,,,,,,
02660.jpg,30,30,1,0.722463,,,,,,
02661.jpg,15,15,1,0.99994,,,,,,
02662.jpg,13,13,1,1,,,,,,
02663.jpg,1,1,1,0.996227,,,,,,
02664.jpg,25,25,1,0.999881,,,,,,
02665.jpg,8,8,1,0.999088,,,,,,
02666.jpg,13,13,1,0.999999,,,,,,
02667.jpg,3,3,1,0.675948,,,,,,
02668.jpg,10,10,1,0.983875,,,,,,
02669.jpg,18,18,1,0.993124,,,,,,
02670.jpg,42,42,1,0.99953,,,,,,
02671.jpg,9,9,1,0.999915,,,,,,
02672.jpg,16,16,1,1,,,,,,
02673.jpg,4,4,1,0.853487,,,,,,
02674.jpg,12,12,1,0.996947,,,,,,
02675.jpg,15,15,1,0.999941,,,,,,
02676.jpg,25,25,1,0.999999,,,,,,
02677.jpg,6,6,1,0.999935,,,,,,
02678.jpg,41,41,1,0.991217,,,,,,
02679.jpg,1,8,0,0.482073,,,,,,
02680.jpg,1,1,1,1,,,,,,
02681.jpg,2,2,1,0.999893,,,,,,
02682.jpg,30,20,0,0.340385,,,,,,
02683.jpg,13,13,1,1,,,,,,
02684.jpg,33,33,1,1,,,,,,
02685.jpg,38,38,1,1,,,,,,
02686.jpg,4,4,1,0.991885,,,,,,
02687.jpg,5,2,0,0.385969,,,,,,
02688.jpg,7,7,1,0.745124,,,,,,
02689.jpg,2,2,1,0.996511,,,,,,
02690.jpg,35,35,1,1,,,,,,
02691.jpg,10,10,1,0.999914,,,,,,
02692.jpg,38,38,1,1,,,,,,
02693.jpg,4,4,1,0.99989,,,,,,
02694.jpg,1,1,1,0.999834,,,,,,
02695.jpg,13,13,1,1,,,,,,
02696.jpg,11,11,1,0.999999,,,,,,
02697.jpg,38,38,1,1,,,,,,
02698.jpg,7,7,1,0.999501,,,,,,
02699.jpg,5,31,0,0.246723,,,,,,
02700.jpg,5,5,1,0.770737,,,,,,
02701.jpg,35,35,1,1,,,,,,
02702.jpg,37,37,1,0.999954,,,,,,
02703.jpg,38,38,1,1,,,,,,
02704.jpg,38,38,1,1,,,,,,
02705.jpg,1,1,1,0.99994,,,,,,
02706.jpg,33,33,1,0.999984,,,,,,
02707.jpg,29,31,0,0.625443,,,,,,
02708.jpg,26,26,1,0.999595,,,,,,
02709.jpg,25,25,1,0.999992,,,,,,
02710.jpg,25,25,1,1,,,,,,
02711.jpg,10,10,1,0.98867,,,,,,
02712.jpg,1,1,1,0.999966,,,,,,
02713.jpg,1,1,1,0.990805,,,,,,
02714.jpg,1,1,1,0.874727,,,,,,
02715.jpg,16,16,1,1,,,,,,
02716.jpg,5,5,1,0.606742,,,,,,
02717.jpg,23,23,1,0.991444,,,,,,
02718.jpg,10,10,1,1,,,,,,
02719.jpg,9,9,1,0.99978,,,,,,
02720.jpg,17,17,1,1,,,,,,
02721.jpg,2,2,1,0.99976,,,,,,
02722.jpg,12,12,1,0.999999,,,,,,
02723.jpg,9,9,1,0.999936,,,,,,
02724.jpg,18,18,1,0.986432,,,,,,
02725.jpg,35,3,0,0.396078,,,,,,
02726.jpg,10,10,1,0.999999,,,,,,
02727.jpg,2,2,1,0.999987,,,,,,
02728.jpg,15,15,1,0.99935,,,,,,
02729.jpg,12,12,1,1,,,,,,
02730.jpg,4,4,1,0.999999,,,,,,
02731.jpg,25,25,1,0.999996,,,,,,
02732.jpg,10,10,1,0.999468,,,,,,
02733.jpg,12,12,1,0.999718,,,,,,
02734.jpg,5,5,1,0.999681,,,,,,
02735.jpg,13,13,1,1,,,,,,
02736.jpg,2,2,1,0.662207,,,,,,
02737.jpg,3,5,0,0.631362,,,,,,
02738.jpg,28,28,1,0.996706,,,,,,
02739.jpg,1,1,1,0.999997,,,,,,
02740.jpg,23,23,1,0.996066,,,,,,
02741.jpg,2,2,1,0.591335,,,,,,
02742.jpg,1,1,1,0.999858,,,,,,
02743.jpg,9,9,1,1,,,,,,
02744.jpg,5,2,0,0.962225,,,,,,
02745.jpg,38,38,1,1,,,,,,
02746.jpg,12,12,1,0.99966,,,,,,
02747.jpg,1,1,1,0.999985,,,,,,
02748.jpg,27,25,0,0.46522,,,,,,
02749.jpg,13,13,1,1,,,,,,
02750.jpg,9,9,1,0.999051,,,,,,
02751.jpg,24,11,0,0.368431,,,,,,
02752.jpg,0,0,1,0.727629,,,,,,
02753.jpg,5,18,0,0.405016,,,,,,
02754.jpg,38,5,0,0.506679,,,,,,
02755.jpg,5,5,1,0.999922,,,,,,
02756.jpg,4,4,1,0.991374,,,,,,
02757.jpg,18,18,1,0.748495,,,,,,
02758.jpg,5,5,1,0.436593,,,,,,
02759.jpg,36,36,1,0.629532,,,,,,
02760.jpg,30,30,1,0.973809,,,,,,
02761.jpg,10,10,1,0.999719,,,,,,
02762.jpg,38,38,1,1,,,,,,
02763.jpg,16,16,1,0.99968,,,,,,
02764.jpg,2,5,0,0.665652,,,,,,
02765.jpg,31,31,1,0.999999,,,,,,
02766.jpg,24,24,1,0.956831,,,,,,
02767.jpg,38,38,1,0.999996,,,,,,
02768.jpg,25,25,1,0.997818,,,,,,
02769.jpg,17,17,1,1,,,,,,
02770.jpg,12,12,1,1,,,,,,
02771.jpg,29,29,1,0.990657,,,,,,
02772.jpg,4,4,1,0.999446,,,,,,
02773.jpg,10,4,0,0.88376,,,,,,
02774.jpg,14,14,1,0.99986,,,,,,
02775.jpg,11,11,1,0.99996,,,,,,
02776.jpg,25,25,1,0.99944,,,,,,
02777.jpg,18,18,1,0.99984,,,,,,
02778.jpg,4,4,1,0.999025,,,,,,
02779.jpg,4,4,1,0.988641,,,,,,
02780.jpg,8,8,1,0.998905,,,,,,
02781.jpg,25,25,1,0.996878,,,,,,
02782.jpg,18,18,1,0.977659,,,,,,
02783.jpg,7,7,1,0.984234,,,,,,
02784.jpg,38,38,1,0.999987,,,,,,
02785.jpg,3,3,1,0.651749,,,,,,
02786.jpg,13,13,1,1,,,,,,
02787.jpg,31,31,1,0.999995,,,,,,
02788.jpg,8,8,1,0.999997,,,,,,
02789.jpg,21,31,0,0.739044,,,,,,
02790.jpg,31,31,1,0.99951,,,,,,
02791.jpg,38,38,1,0.999924,,,,,,
02792.jpg,2,2,1,0.999985,,,,,,
02793.jpg,2,2,1,0.416249,,,,,,
02794.jpg,34,34,1,0.999998,,,,,,
02795.jpg,10,10,1,1,,,,,,
02796.jpg,7,4,0,0.762456,,,,,,
02797.jpg,10,10,1,0.999915,,,,,,
02798.jpg,38,38,1,1,,,,,,
02799.jpg,8,8,1,0.999984,,,,,,
02800.jpg,4,4,1,0.99871,,,,,,
02801.jpg,12,12,1,0.999996,,,,,,
02802.jpg,28,28,1,0.703472,,,,,,
02803.jpg,5,15,0,0.790113,,,,,,
02804.jpg,39,39,1,0.99997,,,,,,
02805.jpg,41,9,0,0.502332,,,,,,
02806.jpg,10,10,1,1,,,,,,
02807.jpg,13,13,1,1,,,,,,
02808.jpg,38,38,1,1,,,,,,
02809.jpg,38,38,1,1,,,,,,
02810.jpg,19,19,1,0.999992,,,,,,
02811.jpg,1,1,1,0.999975,,,,,,
02812.jpg,7,7,1,0.624779,,,,,,
02813.jpg,6,6,1,0.903603,,,,,,
02814.jpg,39,39,1,0.673906,,,,,,
02815.jpg,3,3,1,0.9254,,,,,,
02816.jpg,1,1,1,0.996412,,,,,,
02817.jpg,19,19,1,0.870398,,,,,,
02818.jpg,32,32,1,0.988528,,,,,,
02819.jpg,38,38,1,1,,,,,,
02820.jpg,12,12,1,0.999999,,,,,,
02821.jpg,8,8,1,0.993619,,,,,,
02822.jpg,35,35,1,1,,,,,,
02823.jpg,12,12,1,0.999344,,,,,,
02824.jpg,38,38,1,1,,,,,,
02825.jpg,17,17,1,1,,,,,,
02826.jpg,2,2,1,0.999865,,,,,,
02827.jpg,1,1,1,0.999613,,,,,,
02828.jpg,14,14,1,0.827883,,,,,,
02829.jpg,35,35,1,0.999281,,,,,,
02830.jpg,12,12,1,0.999987,,,,,,
02831.jpg,35,35,1,1,,,,,,
02832.jpg,34,34,1,1,,,,,,
02833.jpg,17,17,1,1,,,,,,
02834.jpg,42,42,1,0.999668,,,,,,
02835.jpg,1,1,1,0.99976,,,,,,
02836.jpg,5,1,0,0.803668,,,,,,
02837.jpg,31,31,1,0.847428,,,,,,
02838.jpg,6,6,1,0.996363,,,,,,
02839.jpg,28,28,1,0.998205,,,,,,
02840.jpg,12,12,1,0.999074,,,,,,
02841.jpg,38,38,1,1,,,,,,
02842.jpg,11,21,0,0.564578,,,,,,
02843.jpg,5,5,1,0.999257,,,,,,
02844.jpg,8,8,1,0.939719,,,,,,
02845.jpg,8,5,0,0.576031,,,,,,
02846.jpg,23,23,1,0.494447,,,,,,
02847.jpg,27,22,0,0.296221,,,,,,
02848.jpg,2,2,1,0.999951,,,,,,
02849.jpg,1,1,1,0.99973,,,,,,
02850.jpg,25,25,1,0.999999,,,,,,
02851.jpg,10,10,1,1,,,,,,
02852.jpg,31,31,1,0.972951,,,,,,
02853.jpg,3,3,1,0.997145,,,,,,
02854.jpg,18,18,1,0.991018,,,,,,
02855.jpg,18,18,1,0.999924,,,,,,
02856.jpg,13,13,1,1,,,,,,
02857.jpg,18,18,1,0.988921,,,,,,
02858.jpg,13,13,1,1,,,,,,
02859.jpg,34,34,1,0.999582,,,,,,
02860.jpg,5,2,0,0.958214,,,,,,
02861.jpg,4,4,1,0.956819,,,,,,
02862.jpg,1,1,1,0.990423,,,,,,
02863.jpg,23,23,1,0.733684,,,,,,
02864.jpg,30,25,0,0.188137,,,,,,
02865.jpg,4,4,1,0.99999,,,,,,
